"","X18111","X18112","X18113","X18114","X18115","X18116","X18117","X18118","X18119","X18120","X18121","X18123","X18126","X18127","X18128","X18130","X18131","X18132","X18133","X18140","X18142","X18144","X18146","X18151","X18156","X18161","X18166","X18170","X18174","X18178","X18182","X18187","X18192","X18197","X18201","X18206","X18211","X18216","X18221","X18226","X18232","X18236","X18240","X18244","X18248","X18252","X18255","X18259","X18263","X18267","X18283","X18287","X18291","X18298","X18302","X18306","X18310","X18314","X18318","X18321","X18324","X18327","X18332","X18335","X18336","X18337","X18338","X18339","X18479","X18485","X18491","X18605","X18609","X18613","X18617","X18620","X18622","X18623","X18627","X18710","X18716","X18722","X18990","X19033","X19035","X19039","X19041","X19045","X19047","X19051","X19149","X19156","X19166","X19183","X19190","X19197","X4","X5","X6","X17","X22","X27","X31","X36","X38","X43","X48"
"SUBJECT","BCBUTE02","BCCICP02","BCEMFT02","BCOBLV02","BCSPFT02","BRBUFT02","BRBUTE02","BRCICP02","BREMFT02","BRODFT02","BRVSLV02","BSCICP02","BSEMFT02","BSFGLV02","BSOBLV02","BSPRFT02","BSPRTE02","BSSPFT02","BSXRLV02","CCRETT01","CCUSMA02","CCUSSP01","CP010000","CP020000","CP030000","CP040000","CP040100","CP040300","CP040400","CP040500","CP050000","CP060000","CP070000","CP070200","CP080000","CP090000","CP100000","CP110000","CP120000","CPALTT01","CPGREN01","CPGRGO01","CPGRHO02","CPGRLE01","CPGRLH02","CPGRSE01","CPHP0100","CPHP0200","CPHP0300","CPHP0400","CPHP0500","CPHP0600","CPHP0700","CPHP0800","CPHP0900","CPHP1000","CPHP1100","CPHP1200","CPHPEN01","CPHPLA01","CPHPSE01","CPHPTT01","CSCICP02","CSESFT02","CSINFT02","IR3TIB01","IRLTLT01","IRSTCI01","LFHU24MA","LFHUADMA","LFHUTTMA","LMUNRLTT","LOCOBPNO","LOCOCINO","LOCOPCNO","LOCOSPOR","LOCOVROR","LOLITOAA","LORSGPNO","LRHU24FE","LRHUADFE","LRHUTTFE","PIEAMP02","PREND401","PRINTO01","PRMITO01","PRMNCG02","PRMNIG01","PRMNTO01","PRMNVG01","SLRTCR03","SLRTTO01","SPASTT01","XTEXVA01","XTIMVA01","XTNTVA01","M1","M2","M3","GOLD","CRUDE OIL","LTIR","PCV","HEPSF","RoCU","PFCE","ULCP"
"X1960M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.303784e+01"," 1.333200e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.323988e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.820000e+00"," 3.910000e+00",NA,NA,NA," 1.743000e+02",NA,NA,NA," 6.560000e+00"," 5.534696e+04",NA,NA,NA,NA,NA,NA,NA," 5.730659e-01",NA,NA,NA," 6.236062e-01",NA," 7.707911e+00",NA,"-9.551282e+00"," 5.956653e-01"," 5.079692e-01"," 8.769607e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.302567e+01"," 1.336500e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.305919e-01"," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.800000e+00"," 4.110000e+00",NA,NA,NA," 1.700000e+02",NA,NA,NA," 6.650000e+00"," 5.013538e+04",NA," 1.014594e+02",NA,NA,NA," 0.000000e+00",NA," 7.597341e-01",NA,NA,NA,"-2.221338e+00",NA,"-9.416196e+00",NA," 4.323175e+00"," 6.104794e-01"," 5.499631e-01"," 6.051631e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.299709e+01"," 1.337000e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.000000e+00","-6.305170e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.760000e+00"," 4.170000e+00",NA,NA,NA," 1.529000e+02",NA,NA,NA," 6.520000e+00"," 5.305387e+04",NA," 1.010891e+02",NA,NA,NA,"-1.088498e-01",NA," 0.000000e+00",NA,NA,NA," 2.260242e+00",NA," 5.821206e+00",NA,"-2.241848e+00"," 6.120141e-01"," 5.716900e-01"," 4.032414e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.296462e+01"," 1.337900e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.533742e-01","-8.883249e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.810000e+00"," 4.220000e+00",NA,NA,NA," 1.408000e+02",NA,NA,NA," 6.800000e+00"," 5.628505e+04",NA," 1.007278e+02",NA,NA,NA," 1.361650e+00",NA," 1.131009e+00",NA,NA,NA," 2.018557e+00",NA," 6.090373e+00",NA," 6.115358e+00"," 5.599891e-01"," 5.429481e-01"," 1.704102e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.291574e+01"," 1.338700e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.297090e-01","-3.585147e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.740000e+00"," 4.250000e+00",NA,NA,NA," 1.248000e+02",NA,NA,NA," 6.860000e+00"," 5.117770e+04",NA," 1.003881e+02",NA,NA,NA,"-5.372969e-02",NA,"-2.795899e-01",NA,NA,NA," 1.703565e-01",NA,"-9.074074e+00",NA," 1.964637e+00"," 5.792467e-01"," 5.422075e-01"," 3.703915e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.289545e+01"," 1.338400e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.674597e-02"," 1.328021e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.730000e+00"," 4.150000e+00",NA,NA,NA," 1.081000e+02",NA,NA,NA," 7.290000e+00"," 5.732736e+04",NA," 1.000831e+02",NA,NA,NA,"-5.376209e-01",NA," 1.495327e+00",NA,NA,NA,"-6.798387e-03",NA," 1.201629e+01",NA," 4.046243e+00"," 5.570698e-01"," 5.023339e-01"," 5.473589e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.288327e+01"," 1.338700e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.840246e-01","-1.326260e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.680000e+00"," 4.530000e+00",NA,NA,NA," 1.030000e+02",NA,NA,NA," 7.430000e+00"," 6.306010e+04",NA," 9.982167e+01",NA,NA,NA,"-3.243353e-01",NA," 8.287293e-01",NA,NA,NA," 3.118899e+00",NA," 1.000000e+01",NA," 3.209877e+00"," 5.678229e-01"," 5.190165e-01"," 4.880637e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.288327e+01"," 1.338700e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 9.181331e-01"," 5.312085e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.510000e+00"," 4.050000e+00",NA,NA,NA," 1.032000e+02",NA,NA,NA," 7.700000e+00"," 5.899507e+04",NA," 9.961051e+01",NA,NA,NA,"-5.422503e-02",NA," 0.000000e+00",NA,NA,NA," 1.151138e+00",NA,"-6.446281e+00",NA," 4.784689e+00"," 4.323199e-01"," 4.520914e-01","-1.977148e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   82.8832737","    1.3387000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    0.1516300","   -0.1321004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    5.5400000","    4.1500000",NA,NA,NA,"  107.7000000",NA,NA,NA,"    7.4900000","54096.1825977",NA,"   99.4543191",NA,NA,NA,"    0.4340761",NA,"    2.4657534",NA,NA,NA,"   -0.9811826",NA,"   -8.3038869",NA,"   -5.6506849","    0.5543767","    0.5023261","    0.0520506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   83.0013160","    1.3382000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    0.1514005","    1.0582011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    5.5600000","    3.9900000",NA,NA,NA,"  116.4000000",NA,NA,NA,"    7.3600000","54408.8772948",NA,"   99.3514812",NA,NA,NA,"    0.5402349",NA,"   -0.7130125",NA,NA,NA,"    0.9942692",NA,"    0.5780347",NA,"   -3.4482759","    0.6243505","    0.4761022","    0.1482484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.289139e+01"," 1.338400e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.023432e-01"," 3.403141e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.520000e+00"," 3.760000e+00",NA,NA,NA," 1.277000e+02",NA,NA,NA," 7.520000e+00"," 5.836968e+04",NA," 9.929827e+01",NA,NA,NA," 4.298777e-01",NA," 1.077199e+00",NA,NA,NA,"-9.716865e-03",NA," 7.279693e+00",NA," 4.636591e+00"," 5.978806e-01"," 5.343896e-01"," 6.349103e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.295244e+01"," 1.337900e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.260739e-01"," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.490000e+00"," 3.700000e+00",NA,NA,NA," 1.329000e+02",NA,NA,NA," 7.470000e+00"," 5.993315e+04",NA," 9.928901e+01",NA,NA,NA," 7.490759e-01",NA,"-8.880994e-02",NA,NA,NA,"-7.490707e-02",NA," 2.678571e+00",NA,"-2.694611e+00"," 6.164413e-01"," 6.195605e-01","-3.119209e-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.289545e+01","1.338400e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.518797e-02","2.531646e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.550000e+00","3.650000e+00",NA,NA,NA,"1.489000e+02",NA,NA,NA,"8.070000e+00","6.087123e+04",NA,"9.931251e+01",NA,NA,NA,"0.000000e+00",NA,"4.444444e-01",NA,NA,NA,"1.225556e+00",NA,"1.565217e+00",NA,"7.900000e+00","5.468081e-01","4.880940e-01","5.871408e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.289139e+01"," 1.338700e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 7.513148e-02"," 1.262626e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.640000e+00"," 3.590000e+00",NA,NA,NA," 1.480000e+02",NA,NA,NA," 8.270000e+00"," 6.128816e+04",NA," 9.935723e+01",NA,NA,NA," 5.310590e-01",NA," 7.964602e-01",NA,NA,NA,"-3.883401e-02",NA," 6.849315e-01",NA," 5.653383e+00"," 5.613815e-01"," 5.311661e-01"," 3.021536e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.288327e+01"," 1.338700e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.507508e-02"," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.590000e+00"," 3.700000e+00",NA,NA,NA," 1.297000e+02",NA,NA,NA," 8.640000e+00"," 6.524896e+04",NA," 9.941385e+01",NA,NA,NA," 4.226109e-01",NA," 8.779631e-01",NA,NA,NA," 9.510246e-02",NA," 6.462585e+00",NA," 3.947368e+00"," 6.832279e-01"," 6.571720e-01"," 2.605591e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.289951e+01"," 1.337600e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.513148e-02","-5.044136e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.500000e+00"," 3.700000e+00",NA,NA,NA," 1.169000e+02",NA,NA,NA," 8.580000e+00"," 6.055854e+04",NA," 9.947610e+01",NA,NA,NA," 3.682333e-01",NA,"-6.962576e-01",NA,NA,NA,"-4.852999e-01",NA,"-7.188498e+00",NA," 8.438819e-01"," 5.662429e-01"," 5.800129e-01","-1.377000e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.288327e+01"," 1.338700e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.255639e-01","-4.309252e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.510000e+00"," 3.910000e+00",NA,NA,NA," 1.043000e+02",NA,NA,NA," 8.670000e+00"," 5.868237e+04",NA," 9.954092e+01",NA,NA,NA," 2.096638e-01",NA," 2.629273e-01",NA,NA,NA," 2.165436e-01",NA,"-3.098107e+00",NA," 5.020920e-01"," 6.233422e-01"," 5.788615e-01"," 4.448072e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.287921e+01"," 1.338700e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.260739e-01"," 6.622517e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.470000e+00"," 3.760000e+00",NA,NA,NA," 9.350000e+01",NA,NA,NA," 8.590000e+00"," 6.222624e+04",NA," 9.960814e+01",NA,NA,NA,"-2.092251e-01",NA," 6.118881e-01",NA,NA,NA," 1.043479e+00",NA," 6.039076e+00",NA,"-3.247294e+00"," 6.446347e-01"," 6.109257e-01"," 3.370906e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.287921e+01"," 1.338700e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 7.552870e-01"," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.450000e+00"," 3.650000e+00",NA,NA,NA," 8.790000e+01",NA,NA,NA," 8.030000e+00"," 6.775052e+04",NA," 9.967955e+01",NA,NA,NA," 0.000000e+00",NA," 1.129453e+00",NA,NA,NA," 2.517473e-02",NA," 8.877722e+00",NA,"-5.249570e+00"," 6.104971e-01"," 5.162056e-01"," 9.429150e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.309501e+01"," 1.334300e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.997001e-01"," 7.894737e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.430000e+00"," 3.520000e+00",NA,NA,NA," 8.930000e+01",NA,NA,NA," 7.950000e+00"," 6.337279e+04",NA," 9.975818e+01",NA,NA,NA," 4.716897e-01",NA," 0.000000e+00",NA,NA,NA," 8.636302e+00",NA,"-6.461538e+00",NA," 5.449591e-01"," 5.069482e-01"," 4.680758e-01"," 3.887234e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   83.1809162","    1.3346000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    0.5216095","    0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    5.4500000","    3.5700000",NA,NA,NA,"   93.2000000",NA,NA,NA,"    7.9400000","61079.6974995",NA,"   99.8469707",NA,NA,NA,"    0.1565242",NA,"    0.3436426",NA,NA,NA,"   -6.9700034",NA,"   -3.6184211",NA,"   -3.1616983","    0.5849835","    0.5069735","    0.0780100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   83.1563945","    1.3343000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    1.1119348","    0.7832898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    5.5300000","    3.6000000",NA,NA,NA,"  102.1000000",NA,NA,NA,"    8.1000000","58056.9820943",NA,"   99.9467737",NA,NA,NA,"   -0.2083534",NA,"   -0.3424658",NA,NA,NA,"    0.5995128",NA,"   -4.9488055",NA,"    0.4664179","    0.6328463","    0.5465158","    0.0863305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.304613e+01","1.337300e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.026393e+00","3.367876e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.550000e+00","3.520000e+00",NA,NA,NA,"1.081000e+02",NA,NA,NA,"8.380000e+00","6.045431e+04",NA,"1.000569e+02",NA,NA,NA,"0.000000e+00",NA,"5.154639e-01",NA,NA,NA,"2.033409e-01",NA,"4.129264e+00",NA,"6.592386e+00","6.414045e-01","5.928364e-01","4.856811e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.290357e+01","1.338700e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.628447e-01","0.000000e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.560000e+00","3.580000e+00",NA,NA,NA,"1.118000e+02",NA,NA,NA,"8.750000e+00","7.588058e+04",NA,"1.001750e+02",NA,NA,NA,"2.087884e-01",NA,"2.905983e+00",NA,NA,NA,"3.347322e+00",NA,"2.551724e+01",NA,"2.961672e+00","6.637224e-01","6.432622e-01","2.046020e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.288733e+01"," 1.338200e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.507592e-01"," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.520000e+00"," 3.510000e+00",NA,NA,NA," 1.221000e+02",NA,NA,NA," 8.470000e+00"," 8.223871e+04",NA," 1.002951e+02",NA,NA,NA,"-3.481366e-01",NA,"-8.305648e-01",NA,NA,NA," 1.317713e+00",NA," 8.379121e+00",NA,"-3.300000e+00"," 6.071525e-01"," 6.993740e-01","-9.222156e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.289139e+01"," 1.338700e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.018330e-01"," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.620000e+00"," 3.560000e+00",NA,NA,NA," 1.188000e+02",NA,NA,NA," 9.120000e+00"," 7.171132e+04",NA," 1.004097e+02",NA,NA,NA," 1.003838e-01",NA," 8.375209e-01",NA,NA,NA," 2.558425e-01",NA,"-1.280101e+01",NA," 1.065150e+01"," 6.127537e-01"," 5.998392e-01"," 1.291447e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.287921e+01"," 1.338700e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.103764e-01"," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.620000e+00"," 3.650000e+00",NA,NA,NA," 1.109000e+02",NA,NA,NA," 9.590000e+00"," 7.066900e+04",NA," 1.005101e+02",NA,NA,NA," 2.006004e-01",NA," 7.475083e-01",NA,NA,NA,"-1.070904e-01",NA,"-1.453488e+00",NA," 5.046729e+00"," 6.808128e-01"," 6.606322e-01"," 2.018054e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.287921e+01"," 1.338700e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.022245e-01","-3.759398e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.480000e+00"," 3.930000e+00",NA,NA,NA," 1.002000e+02",NA,NA,NA," 9.530000e+00"," 7.462980e+04",NA," 1.005882e+02",NA,NA,NA," 2.002037e-01",NA,"-4.122011e-01",NA,NA,NA,"-3.135823e-01",NA," 5.604720e+00",NA," 8.896796e-02"," 5.987031e-01"," 6.071915e-01","-8.488479e-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.590000e+01",NA," 1.830000e+01",NA,NA," 8.287921e+01"," 1.338700e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.027245e-01","-3.899371e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.530000e+00"," 3.980000e+00",NA,NA,NA," 9.000000e+01"," 9.985020e+01",NA,NA," 8.830000e+00"," 7.994561e+04",NA," 1.006336e+02",NA,NA,NA,"-2.996813e-01",NA," 7.450331e-01",NA,NA,NA,"-2.818475e-01",NA," 7.122905e+00",NA,"-8.888889e+00"," 6.162105e-01"," 6.657131e-01","-4.950253e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
