"","X18111","X18112","X18113","X18114","X18115","X18116","X18117","X18118","X18119","X18120","X18121","X18123","X18126","X18127","X18128","X18130","X18131","X18132","X18133","X18140","X18142","X18144","X18146","X18151","X18156","X18161","X18166","X18170","X18174","X18178","X18182","X18187","X18192","X18197","X18201","X18206","X18211","X18216","X18221","X18226","X18232","X18236","X18240","X18244","X18248","X18252","X18255","X18259","X18263","X18267","X18283","X18287","X18291","X18298","X18302","X18306","X18310","X18314","X18318","X18321","X18324","X18327","X18332","X18335","X18336","X18337","X18338","X18339","X18479","X18485","X18491","X18605","X18609","X18613","X18617","X18620","X18622","X18623","X18627","X18710","X18716","X18722","X18990","X19033","X19035","X19039","X19041","X19045","X19047","X19051","X19149","X19156","X19166","X19183","X19190","X19197","X4","X5","X6","X17","X22","X27","X31","X36","X38","X43","X48"
"X1972M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.300000e+00",NA," 2.390000e+01"," 2.420000e+01"," 4.930000e+01","-2.600000e+00"," 1.157298e+02"," 8.477736e+01"," 1.311400e+00"," 7.168459e-01",NA,NA,NA," 1.811594e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.464481e-01"," 3.683241e-01",NA,NA," 5.216466e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.420000e+00"," 7.900000e+00"," 5.319000e+00",NA,NA,NA," 3.522000e+02"," 1.007624e+02",NA,NA," 7.870000e+00"," 1.459680e+05"," 1.010337e+02"," 1.001542e+02",NA,NA,NA," 1.483705e-01"," 5.213676e+01"," 9.945751e-01",NA,NA," 8.842353e+01"," 1.261261e+00"," 5.537252e+01"," 8.411779e+00",NA," 5.784205e+00"," 2.231398e+00"," 2.221025e+00"," 1.037303e-02",NA,NA,NA," 3.601000e+01",NA,NA,NA,NA,NA,NA,NA
"X1972M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.300000e+00",NA," 2.790000e+01"," 2.520000e+01"," 4.130000e+01","-1.600000e+00"," 1.155997e+02"," 8.481119e+01"," 1.311400e+00"," 7.117438e-01",NA,NA,NA," 3.616637e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.434783e-01"," 9.174312e-02",NA,NA," 5.400716e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.890000e+00"," 7.830000e+00"," 3.846000e+00",NA,NA,NA," 3.268000e+02"," 1.010854e+02",NA,NA," 7.790000e+00"," 1.406032e+05"," 1.014001e+02"," 1.000607e+02",NA,NA,NA,"-1.481507e-01"," 4.923207e+01","-8.057296e-01",NA,NA," 8.882905e+01","-4.448399e-01"," 5.959312e+01","-3.675326e+00",NA,"-5.362776e+00"," 2.422532e+00"," 2.167099e+00"," 2.554337e-01",NA,NA,NA," 3.903000e+01",NA,NA,NA,NA,NA,NA,NA
"X1972M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.300000e+00",NA,"2.790000e+01","2.420000e+01","4.230000e+01","4.000000e-01","1.162877e+02","8.460825e+01","1.311400e+00","7.067138e-01",NA,NA,NA,"2.072072e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.108108e-01","9.165903e-02",NA,NA,"8.893857e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.850000e+00","7.800000e+00","3.810000e+00",NA,NA,NA,"3.239000e+02","1.014050e+02",NA,NA,"8.310000e+00","1.417091e+05","1.017683e+02","1.000305e+02",NA,NA,NA,"5.934785e-01","4.716432e+01","1.353791e+00",NA,NA,"7.622786e+01","1.876676e+00","4.592203e+01","7.865377e-01",NA,"5.777778e+00","2.135719e+00","1.884070e+00","2.516490e-01",NA,NA,NA,"4.131000e+01",NA,NA,NA,NA,NA,NA,NA
"X1972M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.000000e-01",NA," 2.790000e+01"," 2.520000e+01"," 4.330000e+01"," 3.400000e+00"," 1.168959e+02"," 8.464207e+01"," 1.310300e+00"," 6.140351e-01",NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.361930e-01"," 1.282051e+00",NA,NA," 4.620131e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.730000e+00"," 7.860000e+00"," 3.746000e+00",NA,NA,NA," 3.386000e+02"," 1.017082e+02",NA,NA," 8.530000e+00"," 1.448475e+05"," 1.021219e+02"," 1.000777e+02",NA,NA,NA," 4.424532e-01"," 4.435809e+01"," 0.000000e+00",NA,NA," 5.109481e+01"," 0.000000e+00"," 3.628804e+01"," 2.214687e+00",NA," 4.096639e+00"," 1.648551e+00"," 1.629970e+00"," 1.858142e-02",NA,NA,NA," 4.023000e+01",NA,NA,NA,NA,NA,NA,NA
"X1972M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.700000e+00",NA," 3.490000e+01"," 2.820000e+01"," 4.530000e+01"," 5.400000e+00"," 1.169110e+02"," 8.464207e+01"," 1.308800e+00"," 1.046207e+00",NA,NA,NA," 1.765225e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.222222e-01"," 0.000000e+00",NA,NA," 5.736785e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.780000e+00"," 7.830000e+00"," 3.879000e+00",NA,NA,NA," 3.861000e+02"," 1.019744e+02",NA,NA," 8.740000e+00"," 1.399434e+05"," 1.024421e+02"," 1.002077e+02",NA,NA,NA," 1.395010e+00"," 5.198906e+01"," 1.691897e+00",NA,NA," 8.944733e+01"," 1.140351e+00"," 5.381273e+01","-3.385696e+00",NA," 7.063572e-01"," 2.147852e+00"," 2.117483e+00"," 3.036963e-02",NA,NA,NA," 3.878000e+01",NA,NA,NA,NA,NA,NA,NA
"X1972M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.700000e+00",NA," 3.390000e+01"," 2.520000e+01"," 4.530000e+01"," 1.140000e+01"," 1.172104e+02"," 8.494648e+01"," 1.301200e+00"," 1.207938e+00",NA,NA,NA," 9.691630e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.833922e-01"," 9.041591e-02",NA,NA," 8.697536e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.820000e+00"," 7.910000e+00"," 5.177000e+00",NA,NA,NA," 4.141000e+02"," 1.021570e+02",NA,NA," 8.740000e+00"," 1.478327e+05"," 1.027099e+02"," 1.004093e+02",NA,NA,NA," 1.448251e+00"," 5.799537e+01"," 8.756567e-01",NA,NA," 8.989455e+01"," 1.127493e+00"," 5.968488e+01"," 5.637485e+00",NA," 4.008016e-01"," 2.554051e+00"," 2.230141e+00"," 3.239100e-01",NA,NA,NA," 3.927000e+01",NA,NA,NA,NA,NA,NA,NA
"X1972M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.700000e+00",NA," 3.390000e+01"," 2.820000e+01"," 4.630000e+01"," 5.400000e+00"," 1.169622e+02"," 8.528471e+01"," 1.300800e+00"," 5.967604e-01",NA,NA,NA," 2.617801e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.129597e-01"," 0.000000e+00",NA,NA," 6.628962e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.810000e+00"," 8.020000e+00"," 6.304000e+00",NA,NA,NA," 4.174000e+02"," 1.022508e+02",NA,NA," 8.490000e+00"," 1.498621e+05"," 1.029126e+02"," 1.006627e+02",NA,NA,NA," 4.282382e-01"," 6.203240e+01"," 5.208333e-01",NA,NA," 9.193476e+01"," 1.114923e+00"," 5.587716e+01"," 1.372761e+00",NA,"-6.586826e+00"," 2.428911e+00"," 2.250644e+00"," 1.782669e-01",NA,NA,NA," 3.871000e+01",NA,NA,NA,NA,NA,NA,NA
"X1972M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.700000e+00",NA," 3.190000e+01"," 3.720000e+01"," 4.230000e+01"," 8.400000e+00"," 1.159221e+02"," 8.597808e+01"," 1.279900e+00"," 5.084746e-01",NA,NA,NA," 2.610966e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.221932e-01"," 9.033424e-02",NA,NA," 5.576861e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 7.900000e+00"," 8.280000e+00"," 7.310000e+00",NA,NA,NA," 4.131000e+02"," 1.022703e+02",NA,NA," 8.240000e+00"," 1.516152e+05"," 1.030713e+02"," 1.009427e+02",NA,NA,NA," 1.847901e+00"," 6.301704e+01"," 1.986183e+00",NA,NA," 8.974127e+01"," 1.526718e+00"," 6.890598e+01"," 1.169859e+00",NA,"-2.457265e+00"," 2.489969e+00"," 2.464595e+00"," 2.537372e-02",NA,NA,NA," 3.955000e+01",NA,NA,NA,NA,NA,NA,NA
"X1973M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6.700000e+00",NA," 2.990000e+01"," 3.520000e+01"," 4.630000e+01"," 1.140000e+01"," 1.147740e+02"," 8.598653e+01"," 1.305200e+00"," 1.686341e-01",NA,NA,NA," 1.041667e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.000000e+00"," 0.000000e+00",NA,NA,"-3.849207e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.400000e+01",NA,NA," 7.720000e+00"," 8.330000e+00"," 7.218000e+00",NA,NA,NA," 4.174000e+02"," 1.022468e+02"," 1.025168e+02",NA," 8.340000e+00"," 1.487843e+05"," 1.032152e+02"," 1.012177e+02",NA,NA,NA," 6.280776e-01"," 6.429708e+01","-6.773920e-01",NA,NA," 8.974755e+01","-8.354219e-01"," 5.119779e+01","-1.867180e+00",NA," 6.500000e+00"," 2.357754e+00"," 2.309372e+00"," 4.838234e-02",NA,NA,NA," 4.081000e+01",NA,NA,NA,NA,NA,NA,NA
"X1973M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-9.700000e+00",NA," 3.190000e+01"," 3.420000e+01"," 4.730000e+01"," 1.040000e+01"," 1.164821e+02"," 8.074566e+01"," 1.448400e+00"," 7.575758e-01",NA,NA,NA," 4.295533e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.597403e-01"," 9.025271e-02",NA,NA," 1.585157e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.400000e+01",NA,NA," 7.890000e+00"," 8.380000e+00"," 7.728000e+00",NA,NA,NA," 4.000000e+02"," 1.022060e+02"," 1.024178e+02",NA," 8.290000e+00"," 1.514735e+05"," 1.033091e+02"," 1.014576e+02",NA,NA,NA," 2.011080e+00"," 6.301704e+01"," 1.023018e+00",NA,NA," 9.495030e+01"," 7.582140e-01"," 5.555602e+01"," 1.807431e+00",NA,"-5.633803e-01"," 2.564194e+00"," 2.471830e+00"," 9.236376e-02",NA,NA,NA," 4.814000e+01",NA,NA,NA,NA,NA,NA,NA
"X1973M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.170000e+01",NA," 2.990000e+01"," 3.320000e+01"," 4.930000e+01"," 1.440000e+01"," 1.173922e+02"," 7.625058e+01"," 1.444500e+00"," 7.518797e-01",NA,NA,NA," 2.566296e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.181347e-01"," 9.017133e-02",NA,NA," 4.962597e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.300000e+01",NA,NA," 7.800000e+00"," 8.530000e+00"," 7.508000e+00",NA,NA,NA," 3.777000e+02"," 1.021499e+02"," 1.023138e+02",NA," 8.740000e+00"," 1.542669e+05"," 1.034055e+02"," 1.016421e+02",NA,NA,NA," 1.835498e+00"," 5.957080e+01"," 5.907173e-01",NA,NA," 9.586844e+01"," 1.421405e+00"," 5.881323e+01"," 1.844155e+00",NA," 6.798867e+00"," 3.047152e+00"," 2.947569e+00"," 9.958304e-02",NA,NA,NA," 5.183000e+01",NA,NA,NA,NA,NA,NA,NA
"X1973M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.270000e+01",NA," 2.990000e+01"," 3.220000e+01"," 4.730000e+01"," 1.440000e+01"," 1.176673e+02"," 7.700484e+01"," 1.435400e+00"," 9.950249e-01",NA,NA,NA," 1.109215e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.872852e-01"," 0.000000e+00",NA,NA," 6.673323e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.200000e+01",NA,NA," 7.680000e+00"," 8.620000e+00"," 7.463000e+00",NA,NA,NA," 3.652000e+02"," 1.020872e+02"," 1.022086e+02",NA," 9.020000e+00"," 1.548318e+05"," 1.034921e+02"," 1.017712e+02",NA,NA,NA," 6.675358e-01"," 5.902925e+01","-2.097315e+00",NA,NA," 9.510333e+01","-3.792251e+00"," 5.826272e+01"," 3.662063e-01",NA," 3.536693e+00"," 2.878728e+00"," 2.619801e+00"," 2.589274e-01",NA,NA,NA," 5.261000e+01",NA,NA,NA,NA,NA,NA,NA
"X1973M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-9.700000e+00",NA," 2.790000e+01"," 2.920000e+01"," 4.830000e+01"," 1.040000e+01"," 1.183121e+02"," 7.569758e+01"," 1.487400e+00"," 1.067323e+00",NA,NA,NA," 2.531646e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 9.385666e-01"," 0.000000e+00",NA,NA," 9.780036e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.200000e+01",NA,NA," 7.840000e+00"," 8.690000e+00"," 7.718000e+00",NA,NA,NA," 3.431000e+02"," 1.020175e+02"," 1.021024e+02",NA," 9.110000e+00"," 1.532683e+05"," 1.035568e+02"," 1.018558e+02",NA,NA,NA," 1.326283e-01"," 5.696150e+01"," 5.655527e+00",NA,NA," 9.785773e+01"," 7.626392e+00"," 6.188693e+01","-1.009788e+00",NA," 2.647310e+00"," 3.174415e+00"," 3.115212e+00"," 5.920332e-02",NA,NA,NA," 6.504000e+01",NA,NA,NA,NA,NA,NA,NA
"X1973M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.270000e+01",NA," 2.690000e+01"," 2.920000e+01"," 6.330000e+01"," 1.740000e+01"," 1.196679e+02"," 7.192124e+01"," 1.598000e+00"," 1.218522e+00",NA,NA,NA," 1.683502e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 7.607777e-01"," 1.351351e+00",NA,NA," 6.116026e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.200000e+01",NA,NA," 8.000000e+00"," 8.880000e+00"," 7.663000e+00",NA,NA,NA," 3.295000e+02"," 1.019394e+02"," 1.019801e+02",NA," 9.170000e+00"," 1.553519e+05"," 1.035879e+02"," 1.019121e+02",NA,NA,NA," 1.655642e+00"," 5.341679e+01","-1.865369e+00",NA,NA," 9.724564e+01","-1.592357e+00"," 6.725444e+01"," 1.359439e+00",NA,"-3.410982e+00"," 3.343444e+00"," 3.113243e+00"," 2.302013e-01",NA,NA,NA," 6.754000e+01",NA,NA,NA,NA,NA,NA,NA
"X1973M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.370000e+01",NA," 2.790000e+01"," 3.220000e+01"," 6.330000e+01"," 1.840000e+01"," 1.194480e+02"," 6.859644e+01"," 1.589100e+00"," 8.025682e-01",NA,NA,NA," 3.025210e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.389262e-01"," 2.666667e-01",NA,NA," 8.895117e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.000000e+01",NA,NA," 8.940000e+00"," 9.150000e+00"," 8.524000e+00",NA,NA,NA," 3.456000e+02"," 1.018363e+02"," 1.018250e+02",NA," 8.890000e+00"," 1.702643e+05"," 1.035559e+02"," 1.019591e+02",NA,NA,NA," 2.084692e+00"," 5.110288e+01"," 1.487603e+00",NA,NA," 8.377968e+01"," 1.537217e+00"," 4.661017e+01"," 9.599114e+00",NA,"-3.789836e+00"," 3.484542e+00"," 3.146788e+00"," 3.377545e-01",NA,NA,NA," 6.358000e+01",NA,NA,NA,NA,NA,NA,NA
"X1973M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.470000e+01",NA," 2.890000e+01"," 3.620000e+01"," 6.230000e+01"," 2.040000e+01"," 1.171310e+02"," 7.184344e+01"," 1.516600e+00"," 8.757962e-01",NA,NA,NA," 1.631321e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.655574e-01"," 1.595745e+00",NA,NA," 5.485759e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.000000e+01",NA,NA," 9.410000e+00"," 9.330000e+00"," 9.159000e+00",NA,NA,NA," 3.640000e+02"," 1.016739e+02"," 1.016347e+02",NA," 8.620000e+00"," 1.474616e+05"," 1.034346e+02"," 1.020134e+02",NA,NA,NA," 1.340148e+00"," 4.859205e+01"," 0.000000e+00",NA,NA," 5.791892e+01"," 0.000000e+00"," 4.349059e+01","-1.339255e+01",NA,"-1.700985e+00"," 2.466927e+00"," 2.513064e+00","-4.613719e-02",NA,NA,NA," 5.735000e+01",NA,NA,NA,NA,NA,NA,NA
"X1973M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.270000e+01",NA," 2.490000e+01"," 2.920000e+01"," 6.930000e+01"," 2.340000e+01"," 1.171332e+02"," 7.203793e+01"," 1.543400e+00"," 1.262826e+00",NA,NA,NA," 4.071661e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 9.090909e-01"," 8.726003e-02",NA,NA," 8.871920e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.000000e+01",NA,NA," 1.037000e+01"," 9.420000e+00"," 1.012700e+01",NA,NA,NA," 4.192000e+02"," 1.014235e+02"," 1.013857e+02",NA," 8.780000e+00"," 1.459086e+05"," 1.032340e+02"," 1.020837e+02",NA,NA,NA," 8.186387e-01"," 5.533684e+01","-1.547231e+00",NA,NA," 9.410868e+01","-1.593625e+00"," 5.706994e+01","-1.053190e+00",NA," 3.642987e-01"," 3.003263e+00"," 2.972745e+00"," 3.051858e-02",NA,NA,NA," 5.493000e+01",NA,NA,NA,NA,NA,NA,NA
"X1973M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.370000e+01",NA," 2.790000e+01"," 3.120000e+01"," 6.230000e+01"," 2.240000e+01"," 1.177237e+02"," 7.133610e+01"," 1.542700e+00"," 1.402962e+00",NA,NA,NA," 1.378751e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.064701e+00"," 8.718396e-01",NA,NA," 9.995302e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.000000e+00",NA,NA," 1.136000e+01"," 9.500000e+00"," 1.119800e+01",NA,NA,NA," 4.519000e+02"," 1.010905e+02"," 1.010546e+02",NA," 8.990000e+00"," 1.511806e+05"," 1.029500e+02"," 1.021657e+02",NA,NA,NA," 1.998752e+00"," 6.139239e+01"," 1.571547e+00",NA,NA," 9.770471e+01"," 6.477733e-01"," 5.927199e+01"," 3.613244e+00",NA," 1.633394e+00"," 3.593950e+00"," 3.496752e+00"," 9.719786e-02",NA,NA,NA," 5.430000e+01",NA,NA,NA,NA,NA,NA,NA
"X1973M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.470000e+01",NA," 1.690000e+01"," 2.720000e+01"," 7.130000e+01"," 2.340000e+01"," 1.177920e+02"," 7.457634e+01"," 1.460300e+00"," 6.149116e-01",NA,NA,NA," 2.400000e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.914100e-01"," 5.531547e+00",NA,NA," 6.167510e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.000000e+00",NA,NA," 1.118000e+01"," 9.500000e+00"," 1.111700e+01",NA,NA,NA," 4.553000e+02"," 1.006888e+02"," 1.006412e+02",NA," 8.450000e+00"," 1.508137e+05"," 1.025771e+02"," 1.022487e+02",NA,NA,NA," 3.980396e+00"," 6.513402e+01"," 4.885993e-01",NA,NA," 9.716913e+01"," 8.849557e-01"," 6.408899e+01","-2.426867e-01",NA,"-9.107143e+00"," 3.472493e+00"," 3.281781e+00"," 1.907116e-01",NA,NA,NA," 5.889000e+01",NA,NA,NA,NA,NA,NA,NA
"X1973M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.270000e+01",NA," 9.900000e+00"," 2.420000e+01"," 7.630000e+01"," 1.240000e+01"," 1.156426e+02"," 7.785887e+01"," 1.393300e+00"," 4.583652e-01",NA,NA,NA," 3.192338e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.425703e-01"," 2.457002e-01",NA,NA," 7.164094e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 7.000000e+00",NA,NA," 1.136000e+01"," 9.650000e+00"," 1.151600e+01",NA,NA,NA," 4.606000e+02"," 1.003048e+02"," 1.001475e+02",NA," 8.370000e+00"," 1.373543e+05"," 1.021484e+02"," 1.023202e+02",NA,NA,NA," 2.650177e+00"," 6.547865e+01","-2.674230e+00",NA,NA," 8.898244e+01","-3.349282e+00"," 7.519102e+01","-8.924536e+00",NA,"-1.964636e-01"," 3.280262e+00"," 3.091727e+00"," 1.885358e-01",NA,NA,NA," 6.595000e+01",NA,NA,NA,NA,NA,NA,NA
"X1974M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.370000e+01",NA," 1.190000e+01"," 1.920000e+01"," 7.530000e+01"," 1.640000e+01"," 1.117632e+02"," 8.482302e+01"," 1.286200e+00"," 1.292776e+00",NA,NA,NA," 1.113763e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.675978e+00"," 1.372549e+01",NA,NA," 8.449252e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.000000e+00",NA,NA," 1.343000e+01"," 1.021000e+01"," 1.352800e+01",NA,NA,NA," 4.789000e+02"," 9.999878e+01"," 9.961314e+01",NA," 8.220000e+00"," 1.589865e+05"," 1.017093e+02"," 1.023718e+02",NA,NA,NA," 5.565114e+00"," 6.341090e+01"," 4.329725e+00",NA,NA," 9.869935e+01"," 5.610561e+00"," 5.931787e+01"," 1.574921e+01",NA," 4.232283e+00"," 3.309010e+00"," 3.470702e+00","-1.616923e-01",NA,NA,NA," 8.265000e+01",NA,NA,NA,NA,NA,NA,NA
"X1974M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.170000e+01",NA," 1.190000e+01"," 2.020000e+01"," 7.630000e+01"," 2.640000e+01"," 1.104760e+02"," 8.386245e+01"," 1.362000e+00"," 9.009009e-01",NA,NA,NA," 4.720692e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.334380e+00"," 6.321839e+00",NA,NA," 1.006692e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.000000e+00",NA,NA," 1.249000e+01"," 1.048000e+01"," 1.248200e+01",NA,NA,NA," 4.657000e+02"," 9.975386e+01"," 9.913138e+01",NA," 7.930000e+00"," 1.406740e+05"," 1.012544e+02"," 1.023970e+02",NA,NA,NA," 3.749997e+00"," 6.513402e+01"," 3.990423e-01",NA,NA," 1.022189e+02"," 3.125000e-01"," 6.032714e+01","-1.151824e+01",NA,"-3.777148e+00"," 3.353970e+00"," 3.683075e+00","-3.291052e-01",NA,NA,NA," 1.000800e+02",NA,NA,NA,NA,NA,NA,NA
"X1974M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.070000e+01",NA," 1.090000e+01"," 2.120000e+01"," 7.630000e+01"," 2.240000e+01"," 1.107500e+02"," 8.157432e+01"," 1.376900e+00"," 9.672619e-01",NA,NA,NA," 4.698512e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.161890e+00"," 2.635135e+00",NA,NA," 1.074066e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.000000e+00",NA,NA," 1.233000e+01"," 1.069000e+01"," 1.214900e+01",NA,NA,NA," 4.389000e+02"," 9.952569e+01"," 9.873795e+01",NA," 7.220000e+00"," 1.347620e+05"," 1.007848e+02"," 1.023909e+02",NA,NA,NA," 4.714514e+00"," 6.080160e+01","-2.066773e+00",NA,NA," 1.009182e+02","-1.557632e+00"," 6.482301e+01","-4.202633e+00",NA,"-8.341511e+00"," 3.886724e+00"," 4.287876e+00","-4.011527e-01",NA,NA,NA," 1.006800e+02",NA,NA,NA,NA,NA,NA,NA
"X1974M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.700000e+00",NA," 7.900000e+00"," 1.820000e+01"," 7.230000e+01"," 2.140000e+01"," 1.080195e+02"," 8.220005e+01"," 1.345600e+00"," 1.473839e+00",NA,NA,NA," 7.794232e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.607963e+00"," 2.106649e+00",NA,NA," 1.593580e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.000000e+00",NA,NA," 1.227000e+01"," 1.070000e+01"," 1.183300e+01",NA,NA,NA," 4.162000e+02"," 9.926460e+01"," 9.842583e+01",NA," 7.005000e+00"," 1.372250e+05"," 1.002941e+02"," 1.023519e+02",NA,NA,NA," 3.951979e+00"," 5.809384e+01"," 1.623377e+00",NA,NA," 1.023719e+02"," 4.746835e-01"," 6.454775e+01"," 1.827660e+00",NA,"-2.516086e+00"," 3.966177e+00"," 4.485866e+00","-5.196889e-01",NA,NA,NA," 9.753000e+01",NA,NA,NA,NA,NA,NA,NA
