"","X19806","X19807","X19808","X19809","X19810","X19811","X19812","X19813","X19814","X19815","X19816","X19817","X19820","X19821","X19822","X19824","X19825","X19826","X19827","X19835","X19837","X19840","X19842","X19847","X19852","X19857","X19861","X19864","X19867","X19870","X19873","X19877","X19882","X19887","X19891","X19895","X19900","X19905","X19910","X19915","X19920","X19925","X19928","X19934","X19938","X19944","X19947","X19950","X19954","X19958","X19962","X19978","X19982","X19986","X19993","X19997","X20001","X20005","X20009","X20013","X20016","X20019","X20022","X20027","X20030","X20031","X20032","X20033","X20034","X20035","X20042","X20043","X20175","X20181","X20187","X20305","X20307","X20311","X20313","X20315","X20318","X20319","X20322","X20323","X20327","X20410","X20416","X20422","X20675","X20715","X20718","X20723","X20725","X20729","X20731","X20735","X20835","X20842","X20847","X20866","X20873","X20880","X13","X14","X15","X20","X25","X30","X35","X42","X47","X52"
"X2009M12","-2.950000e+01","-5.000000e+01","-3.200000e+01","-6.810000e+01","-3.260000e+01"," 1.820000e+01"," 1.640000e+01"," 1.050000e+01","-4.900000e+00"," 1.750000e+01"," 3.000000e+00","-2.013106e+01","-2.690000e+01"," 1.500000e+01","-4.387733e+01","-1.515840e+00","-6.800000e+00","-1.020000e+01","-4.250000e+01"," 8.450091e+01","-8.372634e+00"," 1.619500e+00"," 1.000000e+00","-2.000000e-01","-1.300000e+00","-2.000000e-01","-1.000000e-01","-4.000000e-01"," 6.000000e-01"," 0.000000e+00"," 1.000000e-01"," 2.100000e+00","-4.000000e-01"," 2.200000e+00"," 2.000000e-01"," 1.000000e-01"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 4.000000e-01"," 4.000000e-01"," 1.152074e-01"," 3.000000e-01"," 9.966845e-02"," 4.000000e-01"," 4.968577e-01"," 5.000000e-01"," 1.000000e+00","-2.000000e-01","-1.300000e+00"," 1.000000e-01"," 2.200000e+00","-5.000000e-01"," 2.200000e+00"," 1.000000e-01"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 4.000000e-01"," 2.000000e-01"," 6.772009e-01"," 7.000000e-01"," 6.000000e-01","-1.060000e+01","-7.000000e-01"," 1.130000e+01"," 6.054100e-01"," 3.887100e+00"," 4.492000e-01"," 1.303403e+00"," 9.061158e+01"," 9.119014e+01"," 5.100000e+02"," 9.550000e+02"," 1.465000e+03"," 4.260000e+05"," 1.567000e+03"," 1.000847e+02"," 1.022375e+02"," 9.813319e+01"," 6.998866e+01"," 9.741366e+01"," 2.007795e+02"," 1.016073e+02"," 9.834778e+01"," 1.540000e+01"," 4.582929e+00"," 6.200000e+00"," 2.190581e-01"," 8.530000e+01","-2.173913e-01"," 1.518237e+02"," 1.062958e+02"," 8.168716e+01","-3.496503e-01"," 8.507654e+01"," 4.810503e+00","-3.649635e-01"," 1.436779e+00"," 3.277823e+01"," 4.251831e+01","-9.740073e+00","-7.140000e+03","-1.840000e+02","-3.473200e+04"," 6.734400e+02"," 7.447000e+01"," 3.600000e+00"," 1.047757e+00"," 7.430000e+01"," 2.950000e+11"," 9.271000e+01"
"X2010M01","-2.260000e+01","-5.050000e+01","-3.870000e+01","-6.230000e+01","-1.250000e+01"," 9.000000e+00"," 9.500000e+00"," 3.900000e+00"," 5.400000e+00"," 5.300000e+00"," 6.800000e+00","-1.510639e+01","-1.230000e+01"," 1.300000e+01","-3.709583e+01"," 4.776669e+00"," 8.900000e+00"," 2.000000e+00","-3.070000e+01"," 8.491766e+01","-1.066697e+01"," 1.613800e+00","-2.000000e-01"," 3.700000e+00","-5.700000e+00"," 0.000000e+00"," 0.000000e+00","-2.000000e-01"," 8.000000e-01"," 0.000000e+00"," 6.000000e-01","-3.000000e+00"," 1.100000e+00","-1.000000e-01"," 2.200000e+00"," 1.300000e+00"," 3.000000e-01"," 0.000000e+00"," 4.000000e-01"," 5.000000e-01","-2.000000e-01"," 1.380898e+00","-3.000000e-01"," 8.427555e-02","-5.000000e-01","-1.179336e+00"," 0.000000e+00","-2.000000e-01"," 3.700000e+00","-5.700000e+00"," 5.000000e-01","-3.100000e+00"," 1.100000e+00","-1.000000e-01"," 1.300000e+00"," 3.000000e-01"," 0.000000e+00"," 4.000000e-01"," 5.000000e-01"," 1.500000e+00","-5.605381e-01"," 0.000000e+00","-2.000000e-01","-8.200000e+00"," 4.400000e+00"," 1.330000e+01"," 6.126500e-01"," 4.002500e+00"," 4.545000e-01"," 4.288778e-01"," 9.041587e+01"," 9.112528e+01"," 5.090000e+02"," 9.900000e+02"," 1.499000e+03"," 4.270000e+05"," 1.654000e+03"," 1.003013e+02"," 1.023605e+02"," 9.830816e+01"," 7.090080e+01"," 9.747540e+01"," 1.853222e+02"," 1.017520e+02"," 9.855197e+01"," 1.600000e+01"," 4.883364e+00"," 6.600000e+00"," 1.092896e-01"," 9.110000e+01","-8.714597e-01"," 1.505074e+02"," 8.424779e+01"," 8.188258e+01","-1.871345e+00"," 7.748225e+01","-7.698650e+00","-2.930403e+00"," 1.769783e+00"," 2.830570e+01"," 4.178498e+01","-1.347928e+01"," 6.076000e+03","-9.533000e+03"," 4.614000e+03"," 6.730500e+02"," 7.833000e+01"," 4.010000e+00"," 8.378252e-01"," 7.430000e+01"," 2.940000e+11"," 9.549333e+01"
"X2010M02","-2.280000e+01","-4.460000e+01","-2.790000e+01","-6.130000e+01","-1.690000e+01"," 1.960000e+01"," 1.860000e+01"," 1.060000e+01"," 8.700000e+00"," 1.230000e+01"," 6.400000e+00","-1.545825e+01","-8.000000e+00"," 1.200000e+01","-3.805877e+01"," 3.684018e+00"," 1.340000e+01"," 6.100000e+00","-2.460000e+01"," 8.419890e+01","-7.809236e+00"," 1.522300e+00"," 1.100000e+00","-3.000000e-01"," 2.000000e+00","-3.000000e-01"," 0.000000e+00","-1.000000e-01","-1.000000e-01"," 0.000000e+00","-1.900000e+00"," 1.100000e+00","-1.000000e-01"," 6.000000e-01"," 8.000000e-01"," 3.000000e-01"," 0.000000e+00"," 0.000000e+00"," 5.000000e-01"," 0.000000e+00"," 3.000000e-01","-5.675369e-01"," 5.000000e-01"," 8.577185e-02"," 3.000000e-01"," 1.179220e-01"," 1.000000e-01"," 1.100000e+00","-4.000000e-01"," 2.000000e+00","-7.000000e-01"," 1.100000e+00","-1.000000e-01"," 6.000000e-01"," 3.000000e-01"," 0.000000e+00"," 0.000000e+00"," 5.000000e-01"," 0.000000e+00","-7.000000e-01"," 3.382187e-01"," 2.000000e-01"," 4.000000e-01","-7.000000e+00"," 8.600000e+00"," 1.240000e+01"," 6.331000e-01"," 4.062400e+00"," 4.672000e-01"," 7.117438e-02"," 9.230769e+01"," 9.793536e+01"," 5.420000e+02"," 1.003000e+03"," 1.545000e+03"," 4.410000e+05"," 1.657000e+03"," 1.004759e+02"," 1.023903e+02"," 9.851010e+01"," 6.950505e+01"," 9.756543e+01"," 1.820536e+02"," 1.017820e+02"," 9.877421e+01"," 1.610000e+01"," 5.003228e+00"," 6.700000e+00"," 1.091703e-01"," 8.890000e+01"," 1.978022e+00"," 1.539080e+02"," 9.183312e+01"," 8.960182e+01"," 2.622169e+00"," 8.179253e+01","-1.763719e+00"," 2.893082e+00","-3.322240e+00"," 3.199200e+01"," 4.055274e+01","-8.560740e+00"," 8.780000e+03"," 9.009000e+03"," 9.970000e+03"," 7.279600e+02"," 7.639000e+01"," 4.020000e+00"," 6.278929e-01"," 7.430000e+01"," 2.930000e+11"," 9.827667e+01"
"X2010M03","-1.740000e+01","-4.740000e+01","-2.820000e+01","-6.660000e+01","-1.820000e+01"," 2.070000e+01"," 7.900000e+00"," 6.800000e+00","-2.900000e+00"," 1.760000e+01"," 8.100000e+00","-1.430301e+01","-1.400000e+01"," 5.000000e+00","-3.937698e+01"," 1.467958e+00"," 4.000000e+00"," 8.300000e+00","-3.020000e+01"," 8.124958e+01","-5.887920e+00"," 1.515000e+00"," 3.000000e-01"," 7.000000e-01"," 1.800000e+00"," 0.000000e+00"," 0.000000e+00","-1.000000e-01"," 2.000000e-01"," 0.000000e+00"," 2.000000e-01"," 1.600000e+00"," 1.000000e-01"," 1.200000e+00"," 2.700000e+00"," 1.000000e-01"," 3.000000e-01"," 0.000000e+00"," 4.000000e-01"," 2.000000e-01"," 4.000000e-01"," 1.369863e+00"," 8.000000e-01"," 5.580357e-02"," 4.000000e-01"," 2.467942e-01"," 2.000000e-01"," 3.000000e-01"," 8.000000e-01"," 1.800000e+00"," 1.000000e-01"," 1.600000e+00"," 1.000000e-01"," 1.100000e+00"," 1.000000e-01"," 3.000000e-01"," 0.000000e+00"," 4.000000e-01"," 2.000000e-01"," 1.500000e+00"," 5.617978e-01"," 3.000000e-01"," 6.000000e-01","-8.000000e+00"," 4.700000e+00"," 9.900000e+00"," 6.454900e-01"," 4.091500e+00"," 4.713000e-01"," 2.418208e+00"," 9.087252e+01"," 1.015674e+02"," 5.280000e+02"," 9.790000e+02"," 1.507000e+03"," 4.630000e+05"," 1.614900e+03"," 1.006222e+02"," 1.023150e+02"," 9.872185e+01"," 7.423098e+01"," 9.767557e+01"," 1.787132e+02"," 1.017243e+02"," 9.900347e+01"," 1.580000e+01"," 4.938670e+00"," 6.600000e+00"," 1.308615e+00"," 8.500000e+01"," 1.185345e+00"," 1.625743e+02"," 1.127686e+02"," 1.048449e+02"," 1.626016e+00"," 9.893098e+01","-1.834814e+00","-4.889976e-01"," 7.437040e+00"," 3.433963e+01"," 4.617411e+01","-1.183448e+01"," 1.521200e+04"," 2.710000e+03"," 1.820000e+03"," 7.353800e+02"," 8.120000e+01"," 3.980000e+00"," 4.179606e-01"," 7.430000e+01"," 2.930000e+11"," 1.010600e+02"
"X2010M04","-8.900000e+00","-4.140000e+01","-2.610000e+01","-5.670000e+01","-1.220000e+01"," 2.380000e+01"," 8.200000e+00"," 1.020000e+01","-2.300000e+00"," 1.940000e+01"," 1.400000e+00","-1.090764e+01","-1.050000e+01"," 1.000000e+01","-3.434633e+01"," 1.162339e+01"," 1.430000e+01"," 5.800000e+00","-2.020000e+01"," 8.335516e+01","-3.932584e+00"," 1.532800e+00"," 3.000000e-01"," 2.200000e+00"," 2.200000e+00"," 1.000000e-01"," 7.000000e-01"," 0.000000e+00"," 1.000000e+00","-2.000000e-01","-1.600000e+00","-1.500000e+00"," 1.000000e-01"," 1.300000e+00"," 4.400000e+00"," 2.900000e+00"," 0.000000e+00"," 0.000000e+00"," 6.000000e-01"," 8.000000e-01"," 5.000000e-01"," 1.351351e+00"," 5.000000e-01"," 7.648793e-01"," 4.000000e-01"," 4.290335e-01"," 5.000000e-01"," 3.000000e-01"," 2.100000e+00"," 2.200000e+00","-1.000000e-01","-1.600000e+00"," 1.000000e-01"," 1.300000e+00"," 2.900000e+00"," 0.000000e+00"," 0.000000e+00"," 6.000000e-01"," 8.000000e-01"," 1.400000e+00"," 4.469274e-01"," 7.000000e-01"," 6.000000e-01","-8.900000e+00"," 1.700000e+00"," 1.330000e+01"," 6.559200e-01"," 4.100700e+00"," 4.726000e-01","-2.361111e+00"," 9.054634e+01"," 9.008756e+01"," 5.170000e+02"," 9.610000e+02"," 1.478000e+03"," 4.800000e+05"," 1.568100e+03"," 1.007491e+02"," 1.021459e+02"," 9.890895e+01"," 7.639164e+01"," 9.779908e+01"," 1.716518e+02"," 1.015900e+02"," 9.922595e+01"," 1.590000e+01"," 5.002014e+00"," 6.600000e+00"," 1.184069e+00"," 8.140000e+01","-1.384452e+00"," 1.660847e+02"," 9.436157e+01"," 9.585539e+01","-1.257143e+00"," 8.651330e+01","-3.951247e+00"," 4.914005e-01"," 1.813016e+00"," 3.271759e+01"," 4.352142e+01","-1.080382e+01","-2.996600e+04","-2.274900e+04","-1.175300e+04"," 7.704200e+02"," 8.429000e+01"," 3.960000e+00"," 1.318682e+00"," 7.513333e+01"," 2.950000e+11"," 9.950667e+01"
"X2010M05","-4.100000e+00","-3.810000e+01","-1.930000e+01","-5.680000e+01","-1.530000e+01"," 3.500000e+00"," 8.600000e+00","-1.200000e+00","-1.700000e+00","-6.900000e+00"," 1.580000e+01","-5.236489e+00","-6.000000e-01"," 1.000000e+01","-1.947756e+01"," 1.376810e+01"," 3.130000e+01"," 8.000000e+00","-1.400000e+00"," 8.390591e+01"," 5.070919e+00"," 1.458000e+00","-1.000000e-01","-2.000000e-01"," 3.000000e-01"," 1.000000e-01"," 1.000000e-01"," 1.000000e-01"," 4.000000e-01"," 0.000000e+00","-1.000000e-01"," 1.100000e+00"," 0.000000e+00"," 7.000000e-01"," 3.000000e-01","-2.000000e-01","-1.000000e-01"," 0.000000e+00"," 3.000000e-01"," 2.000000e-01"," 2.000000e-01"," 1.111111e-01"," 2.000000e-01"," 1.956986e-01"," 3.000000e-01"," 2.314828e-01"," 2.000000e-01","-1.000000e-01","-2.000000e-01"," 3.000000e-01"," 1.000000e-01"," 1.200000e+00"," 0.000000e+00"," 7.000000e-01","-2.000000e-01","-1.000000e-01"," 0.000000e+00"," 3.000000e-01"," 2.000000e-01"," 1.000000e-01"," 3.337041e-01"," 3.000000e-01"," 2.000000e-01","-1.110000e+01","-6.200000e+00"," 1.780000e+01"," 6.971300e-01"," 3.777200e+00"," 4.842000e-01"," 3.556188e-01"," 9.119870e+01"," 9.021727e+01"," 5.130000e+02"," 9.470000e+02"," 1.460000e+03"," 4.890000e+05"," 1.502200e+03"," 1.008551e+02"," 1.019063e+02"," 9.903374e+01"," 6.974925e+01"," 9.792935e+01"," 1.667123e+02"," 1.013946e+02"," 9.942752e+01"," 1.710000e+01"," 4.958944e+00"," 6.800000e+00"," 2.127660e-01"," 7.920000e+01"," 0.000000e+00"," 1.686077e+02"," 9.254109e+01"," 9.292403e+01"," 8.101852e-01"," 8.692380e+01","-2.877663e+00"," 3.667482e-01","-8.491455e+00"," 3.050513e+01"," 4.110340e+01","-1.059827e+01"," 1.727100e+04"," 1.331800e+04","-1.206000e+03"," 8.310700e+02"," 7.374000e+01"," 3.600000e+00"," 2.219404e+00"," 7.596667e+01"," 2.980000e+11"," 9.795333e+01"
"X2010M06","-1.650000e+01","-4.270000e+01","-2.310000e+01","-6.220000e+01","-1.820000e+01"," 1.510000e+01"," 2.900000e+00","-1.000000e+00"," 6.500000e+00"," 7.300000e+00"," 2.110000e+01","-7.785535e+00","-3.000000e-01"," 1.100000e+01","-2.555226e+01"," 1.319566e+01"," 2.310000e+01"," 4.900000e+00","-5.300000e+00"," 8.613489e+01"," 1.094081e+01"," 1.502500e+00","-1.000000e-01","-4.000000e-01","-2.100000e+00"," 0.000000e+00"," 1.000000e-01"," 0.000000e+00"," 5.000000e-01"," 0.000000e+00","-1.000000e-01"," 7.000000e-01"," 3.000000e-01"," 3.000000e-01","-1.900000e+00"," 1.100000e+00"," 5.000000e-01"," 0.000000e+00"," 2.000000e-01"," 6.000000e-01"," 1.000000e-01","-9.988901e-01","-2.000000e-01"," 1.953164e-01"," 3.000000e-01"," 3.559183e-01"," 3.000000e-01","-1.000000e-01","-4.000000e-01","-2.100000e+00"," 1.000000e-01"," 7.000000e-01"," 3.000000e-01"," 3.000000e-01"," 1.100000e+00"," 5.000000e-01"," 0.000000e+00"," 2.000000e-01"," 6.000000e-01","-1.000000e+00"," 3.325942e-01"," 5.000000e-01"," 1.000000e-01","-1.170000e+01","-9.400000e+00"," 1.490000e+01"," 7.283900e-01"," 3.600700e+00"," 4.870000e-01","-4.961021e-01"," 9.048111e+01"," 9.196844e+01"," 5.420000e+02"," 9.330000e+02"," 1.475000e+03"," 4.900000e+05"," 1.444100e+03"," 1.009424e+02"," 1.016280e+02"," 9.909077e+01"," 7.025081e+01"," 9.805721e+01"," 1.731008e+02"," 1.011819e+02"," 9.959657e+01"," 1.820000e+01"," 5.076590e+00"," 7.100000e+00","-2.123142e-01"," 7.400000e+01","-1.619870e+00"," 1.558826e+02"," 1.006321e+02"," 1.006433e+02","-1.148106e-01"," 9.441546e+01"," 3.832041e+00","-1.218027e-01","-1.862336e+00"," 3.426814e+01"," 4.602530e+01","-1.175715e+01"," 2.150700e+04"," 1.189800e+04","-3.446000e+03"," 8.315000e+02"," 7.534000e+01"," 3.140000e+00"," 3.120125e+00"," 7.680000e+01"," 3.000000e+11"," 9.640000e+01"
"X2010M07","-1.680000e+01","-4.500000e+01","-2.780000e+01","-6.220000e+01","-2.030000e+01"," 3.280000e+01"," 1.530000e+01"," 1.120000e+01","-1.400000e+00"," 2.450000e+01"," 1.460000e+01","-3.777749e+00"," 7.000000e-01"," 3.000000e+00","-1.469737e+01"," 6.364123e+00"," 2.680000e+01"," 4.900000e+00","-1.500000e+01"," 8.613734e+01"," 7.135830e+00"," 1.557600e+00"," 1.000000e+00"," 0.000000e+00","-4.900000e+00"," 1.000000e-01"," 0.000000e+00"," 1.000000e-01"," 4.000000e-01"," 0.000000e+00","-1.000000e-01","-1.800000e+00"," 7.000000e-01"," 7.000000e-01","-6.000000e-01"," 0.000000e+00","-3.000000e-01"," 0.000000e+00"," 2.000000e-01","-5.000000e-01","-2.000000e-01","-3.363229e-01","-8.000000e-01"," 1.102666e-01","-3.000000e-01"," 3.628759e-01"," 3.000000e-01"," 1.000000e+00"," 0.000000e+00","-4.900000e+00"," 0.000000e+00","-1.900000e+00"," 8.000000e-01"," 7.000000e-01"," 0.000000e+00","-3.000000e-01"," 0.000000e+00"," 2.000000e-01","-5.000000e-01","-4.000000e-01","-4.419890e-01"," 4.000000e-01","-2.000000e-01","-1.410000e+01","-1.830000e+01"," 2.150000e+01"," 7.360300e-01"," 3.508700e+00"," 4.900000e-01"," 9.259259e-01"," 9.126393e+01"," 9.028213e+01"," 5.850000e+02"," 9.000000e+02"," 1.485000e+03"," 4.710000e+05"," 1.441000e+03"," 1.010189e+02"," 1.013286e+02"," 9.910392e+01"," 7.174113e+01"," 9.817538e+01"," 1.624137e+02"," 1.009819e+02"," 9.972822e+01"," 1.900000e+01"," 5.028112e+00"," 7.200000e+00"," 0.000000e+00"," 7.130000e+01","-1.097695e+00"," 1.565408e+02"," 9.213654e+01"," 9.790734e+01","-9.195402e-01"," 8.877106e+01","-6.173873e+00"," 4.878049e-01"," 3.687172e-01"," 3.369920e+01"," 4.699691e+01","-1.329772e+01","-1.813800e+04","-1.379900e+04","-8.156000e+03"," 7.464400e+02"," 7.632000e+01"," 2.970000e+00"," 2.967098e+00"," 7.696667e+01"," 3.000000e+11"," 9.498333e+01"
"X2010M08","-1.080000e+01","-4.140000e+01","-2.360000e+01","-5.920000e+01","-1.000000e+01"," 2.740000e+01"," 3.150000e+01"," 1.390000e+01"," 2.200000e+00"," 1.510000e+01"," 1.730000e+01","-2.783053e+00"," 1.000000e-01"," 1.000000e+00","-1.614105e+01"," 8.791892e+00"," 2.230000e+01"," 8.300000e+00","-1.400000e+00"," 8.747794e+01"," 5.762585e+00"," 1.540400e+00"," 1.000000e-01","-1.000000e-01"," 2.700000e+00"," 1.000000e-01"," 1.000000e-01"," 1.000000e-01"," 1.000000e-01"," 0.000000e+00"," 0.000000e+00"," 1.000000e+00"," 5.000000e-01"," 1.300000e+00","-1.000000e+00","-8.000000e-01"," 2.000000e-01"," 0.000000e+00"," 1.000000e-01"," 4.000000e-01"," 4.000000e-01","-5.624297e-01"," 3.000000e-01"," 1.121120e-01"," 6.000000e-01"," 6.095268e-01"," 5.000000e-01"," 1.000000e-01","-1.000000e-01"," 2.800000e+00"," 1.000000e-01"," 1.000000e+00"," 5.000000e-01"," 1.300000e+00","-8.000000e-01"," 2.000000e-01"," 0.000000e+00"," 1.000000e-01"," 4.000000e-01","-5.000000e-01"," 7.769145e-01"," 6.000000e-01"," 5.000000e-01","-1.200000e+01","-1.030000e+01"," 2.060000e+01"," 7.329600e-01"," 3.233000e+00"," 4.910000e-01"," 3.528582e-01"," 9.165534e+01"," 8.982813e+01"," 5.640000e+02"," 9.060000e+02"," 1.470000e+03"," 4.700000e+05"," 1.456000e+03"," 1.010951e+02"," 1.010220e+02"," 9.911831e+01"," 7.432794e+01"," 9.828228e+01"," 1.528390e+02"," 1.008361e+02"," 9.982140e+01"," 1.900000e+01"," 5.169926e+00"," 7.300000e+00","-1.063830e-01"," 7.020000e+01"," 4.439512e-01"," 1.593930e+02"," 9.193426e+01"," 9.438971e+01"," 9.280742e-01"," 8.302403e+01","-5.895290e+00"," 1.213592e-01"," 2.279975e+00"," 3.092666e+01"," 4.349264e+01","-1.256597e+01","-7.225000e+03","-7.418000e+03","-8.748000e+03"," 8.107200e+02"," 7.660000e+01"," 2.680000e+00"," 2.814070e+00"," 7.713333e+01"," 3.000000e+11"," 9.356667e+01"
"X2010M09","-1.630000e+01","-4.330000e+01","-2.580000e+01","-6.090000e+01","-1.470000e+01"," 2.820000e+01"," 7.900000e+00"," 5.600000e+00"," 7.000000e+00"," 1.930000e+01"," 1.920000e+01","-3.093580e+00"," 2.300000e+00"," 4.000000e+00","-1.673621e+01"," 1.145547e+01"," 1.950000e+01"," 1.290000e+01","-2.800000e+00"," 8.579548e+01"," 4.753782e+00"," 1.591400e+00"," 0.000000e+00"," 6.000000e-01"," 6.300000e+00"," 1.000000e-01"," 3.000000e-01"," 1.000000e-01"," 4.000000e-01"," 0.000000e+00"," 0.000000e+00"," 1.600000e+00"," 1.000000e-01","-3.400000e+00","-8.000000e-01","-1.500000e+00","-1.000000e-01"," 3.000000e+00"," 3.000000e-01"," 3.000000e-01"," 0.000000e+00","-3.393665e-01"," 8.000000e-01"," 2.789839e-01"," 0.000000e+00","-6.435077e-01","-6.000000e-01"," 1.000000e-01"," 6.000000e-01"," 6.400000e+00"," 2.000000e-01"," 1.700000e+00"," 1.000000e-01","-3.400000e+00","-1.500000e+00","-1.000000e-01"," 3.000000e+00"," 3.000000e-01"," 3.000000e-01","-4.000000e-01"," 0.000000e+00","-6.000000e-01"," 0.000000e+00","-1.600000e+01","-1.770000e+01"," 1.840000e+01"," 7.285900e-01"," 3.127100e+00"," 5.010000e-01"," 0.000000e+00"," 9.191628e+01"," 9.041185e+01"," 5.640000e+02"," 9.110000e+02"," 1.475000e+03"," 4.810000e+05"," 1.439600e+03"," 1.011713e+02"," 1.006956e+02"," 9.916284e+01"," 7.728942e+01"," 9.838148e+01"," 1.623571e+02"," 1.007496e+02"," 9.987843e+01"," 2.000000e+01"," 5.237828e+00"," 7.500000e+00"," 2.129925e-01"," 6.910000e+01","-2.209945e-01"," 1.577475e+02"," 1.028571e+02"," 1.019135e+02","-1.149425e-01"," 9.646797e+01"," 6.227574e+00","-1.212121e+00"," 4.522365e+00"," 3.530178e+01"," 4.832847e+01","-1.302670e+01"," 5.413000e+03"," 1.874700e+04"," 1.288800e+04"," 8.294200e+02"," 7.524000e+01"," 2.840000e+00"," 2.661042e+00"," 7.730000e+01"," 3.000000e+11"," 9.215000e+01"
"X2010M10","-8.000000e+00","-3.800000e+01","-2.460000e+01","-5.150000e+01","-1.140000e+01"," 3.030000e+01"," 3.640000e+01"," 1.350000e+01"," 5.800000e+00"," 2.370000e+01"," 2.630000e+01","-2.402965e+00","-5.000000e-01"," 8.000000e+00","-2.102567e+01"," 2.181678e+01"," 1.970000e+01"," 9.700000e+00","-9.800000e+00"," 8.366887e+01"," 2.139772e+00"," 1.592200e+00"," 4.000000e-01"," 8.000000e-01","-6.000000e-01"," 1.000000e-01"," 1.000000e-01"," 1.000000e-01"," 3.000000e-01"," 0.000000e+00"," 1.000000e-01","-9.000000e-01"," 7.000000e-01"," 5.000000e-01"," 1.800000e+00"," 1.000000e+00"," 6.000000e-01"," 2.200000e+00"," 1.000000e-01"," 0.000000e+00"," 2.000000e-01"," 9.080590e-01"," 2.000000e-01"," 1.665328e-01"," 1.000000e-01"," 3.561753e-01"," 3.000000e-01"," 4.000000e-01"," 8.000000e-01","-7.000000e-01"," 1.000000e-01","-1.000000e+00"," 7.000000e-01"," 4.000000e-01"," 1.000000e+00"," 6.000000e-01"," 2.200000e+00"," 1.000000e-01"," 0.000000e+00"," 1.000000e+00"," 1.101322e-01"," 4.000000e-01"," 3.000000e-01","-1.640000e+01","-1.990000e+01"," 2.780000e+01"," 7.384000e-01"," 3.068500e+00"," 5.083000e-01"," 3.516174e-01"," 9.198152e+01"," 9.002270e+01"," 5.550000e+02"," 9.140000e+02"," 1.469000e+03"," 4.990000e+05"," 1.416800e+03"," 1.012402e+02"," 1.003729e+02"," 9.925806e+01"," 7.779696e+01"," 9.847886e+01"," 1.557435e+02"," 1.007106e+02"," 9.990717e+01"," 1.940000e+01"," 5.116316e+00"," 7.300000e+00"," 7.438895e-01"," 6.930000e+01"," 1.107420e+00"," 1.558826e+02"," 9.810367e+01"," 9.868903e+01"," 1.380898e+00"," 9.236295e+01","-4.073501e+00"," 3.680982e-01"," 3.129329e+00"," 3.630063e+01"," 4.928960e+01","-1.298896e+01"," 3.429000e+03"," 3.307000e+03"," 2.005500e+04"," 8.423500e+02"," 8.189000e+01"," 2.800000e+00"," 2.355733e+00"," 7.796667e+01"," 3.000000e+11"," 9.205000e+01"
"X2010M11","-2.100000e+00","-3.980000e+01","-2.360000e+01","-5.590000e+01","-4.100000e+00"," 3.030000e+01"," 3.210000e+01"," 1.600000e+01"," 1.000000e-01"," 2.900000e+01"," 1.450000e+01","-3.669608e+00"," 4.800000e+00"," 6.000000e+00","-1.461997e+01"," 9.611141e+00"," 1.160000e+01"," 1.990000e+01","-3.800000e+00"," 8.537127e+01"," 4.019819e+00"," 1.552800e+00"," 1.600000e+00","-3.000000e-01"," 2.000000e+00"," 2.000000e-01"," 1.000000e-01"," 1.000000e-01"," 1.300000e+00"," 0.000000e+00"," 1.000000e-01"," 1.600000e+00","-2.000000e-01","-1.000000e-01"," 1.600000e+00","-3.000000e-01","-2.000000e-01"," 0.000000e+00"," 2.000000e-01"," 0.000000e+00"," 3.000000e-01"," 8.998875e-01"," 8.000000e-01"," 4.400892e-01"," 2.000000e-01","-1.664028e-01","-1.000000e-01"," 1.600000e+00","-3.000000e-01"," 2.000000e+00"," 3.000000e-01"," 1.600000e+00","-2.000000e-01","-1.000000e-01","-3.000000e-01","-2.000000e-01"," 0.000000e+00"," 2.000000e-01"," 0.000000e+00"," 9.000000e-01"," 2.200220e-01","-1.000000e-01"," 4.000000e-01","-1.800000e+01","-2.190000e+01"," 3.260000e+01"," 7.390100e-01"," 3.311000e+00"," 5.086000e-01","-4.905396e-01"," 9.204675e+01"," 9.021727e+01"," 5.420000e+02"," 8.860000e+02"," 1.428000e+03"," 4.850000e+05"," 1.413300e+03"," 1.012896e+02"," 1.000627e+02"," 9.941872e+01"," 7.686447e+01"," 9.857925e+01"," 1.672184e+02"," 1.007083e+02"," 9.991629e+01"," 1.850000e+01"," 4.989988e+00"," 7.000000e+00"," 6.329114e-01"," 6.990000e+01","-2.190581e+00"," 1.475455e+02"," 1.041719e+02"," 1.027929e+02","-2.043133e+00"," 9.739160e+01"," 7.367819e+00","-3.667482e-01"," 8.295866e-01"," 3.818023e+01"," 5.266925e+01","-1.448901e+01","-4.610000e+03","-9.670000e+02","-1.595700e+04"," 8.883700e+02"," 8.425000e+01"," 3.030000e+00"," 2.050424e+00"," 7.863333e+01"," 3.000000e+11"," 9.195000e+01"
