"","X19806","X19807","X19808","X19809","X19810","X19811","X19812","X19813","X19814","X19815","X19816","X19817","X19820","X19821","X19822","X19824","X19825","X19826","X19827","X19835","X19837","X19840","X19842","X19847","X19852","X19857","X19861","X19864","X19867","X19870","X19873","X19877","X19882","X19887","X19891","X19895","X19900","X19905","X19910","X19915","X19920","X19925","X19928","X19934","X19938","X19944","X19947","X19950","X19954","X19958","X19962","X19978","X19982","X19986","X19993","X19997","X20001","X20005","X20009","X20013","X20016","X20019","X20022","X20027","X20030","X20031","X20032","X20033","X20034","X20035","X20042","X20043","X20175","X20181","X20187","X20305","X20307","X20311","X20313","X20315","X20318","X20319","X20322","X20323","X20327","X20410","X20416","X20422","X20675","X20715","X20718","X20723","X20725","X20729","X20731","X20735","X20835","X20842","X20847","X20866","X20873","X20880","X13","X14","X15","X20","X25","X30","X35","X42","X47","X52"
"SUBJECT","BCBUTE02","BCCICP02","BCEMFT02","BCOBLV02","BCSPFT02","BRBUFT02","BRBUTE02","BRCICP02","BREMFT02","BRODFT02","BRVSLV02","BSCICP02","BSEMFT02","BSFGLV02","BSOBLV02","BSPRFT02","BSPRTE02","BSSPFT02","BSXRLV02","CCRETT01","CCUSMA02","CCUSSP01","CP010000","CP020000","CP030000","CP040000","CP040100","CP040200","CP040300","CP040400","CP040500","CP050000","CP060000","CP070000","CP070200","CP080000","CP090000","CP100000","CP110000","CP120000","CPALTT01","CPGREN01","CPGRGO01","CPGRHO02","CPGRLE01","CPGRLH02","CPGRSE01","CPHP0100","CPHP0200","CPHP0300","CPHP0400","CPHP0500","CPHP0600","CPHP0700","CPHP0800","CPHP0900","CPHP1000","CPHP1100","CPHP1200","CPHPEN01","CPHPLA01","CPHPSE01","CPHPTT01","CSCICP02","CSESFT02","CSINFT02","IR3TIB01","IRLTLT01","IRSTCI01","LCEAMN01","LCEAPR02","LCEATT02","LFHU24MA","LFHUADMA","LFHUTTMA","LMJVTTUV","LMUNRLTT","LOCOBPNO","LOCOCINO","LOCOPCNO","LOCOSPOR","LOCOSTNO","LOCOVROR","LOLITOAA","LORSGPNO","LRHU24FE","LRHUADFE","LRHUTTFE","PIEAMP02","PREND401","PRINTO01","PRMITO01","PRMNCG02","PRMNIG01","PRMNTO01","PRMNVG01","SLRTCR03","SLRTTO01","SPASTT01","XTEXVA01","XTIMVA01","XTNTVA01","M1","M2","M3","GOLD","CRUDE OIL","LTIR","PCV","RoCU","PFCE","ULCP"
"X1960M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.2249919","  2.8025000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -0.2722323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.3300000",NA,NA,NA,NA,NA,NA,NA,NA,"467.0000000",NA,NA,NA,"  4.1477887"," 99.4748490"," 76.9276126","104.4300332","101.6229210",NA,NA,NA,"  0.0894767",NA,NA,NA,NA,NA,NA,NA," -6.2423650"," -0.7215007"," -0.5208333","  0.9436337","  1.0556377"," -0.1120040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.2175839","  2.8038000"," -0.3710575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.4000000",NA,NA,NA,NA,NA,NA,NA,NA,"462.0000000",NA,NA,NA,"  4.0537165"," 99.6789387"," 67.6962991","104.0866107","101.7290693",NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,"-12.0000000"," -0.4360465"," -2.2687609","  0.8774955","  1.0429020"," -0.1654065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.2352178","  2.8075000"," -0.5586592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -0.1819836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.5900000",NA,NA,NA,NA,NA,NA,NA,NA,"433.0000000",NA,NA,NA,"  4.0900435"," 99.8805279"," 68.4079422","103.5159179","101.7171251",NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,"  1.0512289","  0.8759124","  0.8928571","  0.9259470","  1.1251659"," -0.1992189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.2491480","  2.8088000"," -0.1872659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.5469462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.6700000",NA,NA,NA,NA,NA,NA,NA,NA,"401.0000000",NA,NA,NA,"  3.8655719","100.0711238"," 67.1851189","102.8813874","101.6304287",NA,NA,NA,"  0.5361238",NA,NA,NA,NA,NA,NA,NA," -1.7875458","  2.7496382"," -5.4867257","  0.9215488","  1.0648384"," -0.1432896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.3029011","  2.8025000","  0.6566604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.6900000",NA,NA,NA,NA,NA,NA,NA,NA,"360.0000000",NA,NA,NA,"  4.0031106","100.2493984"," 65.1303748","102.3093364","101.5262857",NA,NA,NA,"  0.4444558",NA,NA,NA,NA,NA,NA,NA," -3.0583321"," -0.2816901","  3.5580524","  0.9484956","  1.1084490"," -0.1599534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.3532189","  2.8069000","  1.4911463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.5439710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6.0400000",NA,NA,NA,NA,NA,NA,NA,NA,"324.0000000",NA,NA,NA,"  3.8945496","100.4117646"," 67.5960677","101.8528433","101.4505648",NA,NA,NA,"  0.1770420",NA,NA,NA,NA,NA,NA,NA,"  3.7857802"," -0.4237288"," -2.7124774","  0.8240232","  1.0902892"," -0.2662660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.12819171","  2.80890000"," -0.09182737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.18034265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6.01000000",NA,NA,NA,NA,NA,NA,NA,NA,"305.00000000",NA,NA,NA,"  3.90168897","100.53495980"," 68.81889097","101.52014951","101.41394900",NA,NA,NA,"  0.17661893",NA,NA,NA,NA,NA,NA,NA,"  1.80901542"," -0.85106383","  0.18587361","  0.82844851","  1.08681211"," -0.25836360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -0.007117224","  2.811299999"," -2.205882352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -0.630063006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6.030000000",NA,NA,NA,NA,NA,NA,NA,NA,"309.000000000",NA,NA,NA,"  4.111671689","100.580676167"," 69.129608359","101.296475794","101.409392281",NA,NA,NA,"  0.088203269",NA,NA,NA,NA,NA,NA,NA,"  0.451500146"," -0.715307582","  5.380333952","  0.848620015","  1.087470019"," -0.238850004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -0.31642285","  2.81060000"," -0.28195489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.09057971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6.10000000",NA,NA,NA,NA,NA,NA,NA,NA,"312.00000000",NA,NA,NA,"  4.06820526","100.53514413"," 74.26145691","101.13074968","101.42646437",NA,NA,NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,"  7.42351747","  1.44092219"," -1.05633803","  0.79318141","  1.03788631"," -0.24470490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -0.16717547","  2.81560000","  1.22525919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.81447964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6.10000000",NA,NA,NA,NA,NA,NA,NA,NA,"336.00000000",NA,NA,NA,"  4.12616050","100.40810305"," 70.26222337","100.97732514","101.46321567",NA,NA,NA,"  0.08813653",NA,NA,NA,NA,NA,NA,NA," -5.38534215","  0.99431818","  1.42348754","  0.78438060","  1.07957761"," -0.29519700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -0.3838232","  2.8106000","  0.1862197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.4488330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6.1400000",NA,NA,NA,NA,NA,NA,NA,NA,"357.0000000",NA,NA,NA,"  3.9235272","100.2310821"," 65.1303748","100.8560920","101.5195812",NA,NA,NA,"  0.1759970",NA,NA,NA,NA,NA,NA,NA," -7.3038516"," -0.7032349"," -4.9122807","  1.0242232","  1.1930512"," -0.1688280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -0.3134460","  2.8038000","  0.4646840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.2680965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6.1700000",NA,NA,NA,NA,NA,NA,NA,NA,"354.0000000",NA,NA,NA,"  3.9669936","100.0545243"," 65.1303748","100.8099607","101.5893577",NA,NA,NA,"  0.2636907",NA,NA,NA,NA,NA,NA,NA,"  0.0000000","  1.6997167","  1.1070111","  0.9152450","  1.0949250"," -0.1796800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -0.23159627","  2.80440000"," -0.37002775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.08912656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6.15000000",NA,NA,NA,NA,NA,NA,NA,NA,"388.00000000",NA,NA,NA,"  4.12616050"," 99.91769019"," 62.05327031","100.82591338","101.65072353",NA,NA,NA,"  0.17522578",NA,NA,NA,NA,NA,NA,NA," -4.72453062"," -1.11420613","  4.01459854","  0.98792320","  1.17596540"," -0.18804220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.1142735","  2.7956000"," -0.1857010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6.0000000",NA,NA,NA,NA,NA,NA,NA,NA,"375.0000000",NA,NA,NA,"  4.3287938"," 99.8417254"," 67.3855817","100.8510267","101.6753696",NA,NA,NA,"  0.2624280",NA,NA,NA,NA,NA,NA,NA,"  8.5931190","  0.4225352","  4.9122807","  0.8904954","  1.0221095"," -0.1316141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.29668465","  2.79750000"," -0.09302326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.35618878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6.06000000",NA,NA,NA,NA,NA,NA,NA,NA,"355.00000000",NA,NA,NA,"  4.51714833"," 99.83161953"," 70.26222337","100.77122892","101.63821086",NA,NA,NA,"  0.43632233",NA,NA,NA,NA,NA,NA,NA,"  4.26892756","  1.54277700","  4.34782609","  0.93719601","  1.14981361"," -0.21261760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.41458177","  2.79620000","  0.55865922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.53238687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6.03000000",NA,NA,NA,NA,NA,NA,NA,NA,"345.00000000",NA,NA,NA,"  4.61836000"," 99.88648299"," 62.15350173","100.50388724","101.52966703",NA,NA,NA,"  0.08690054",NA,NA,NA,NA,NA,NA,NA,"-11.54065621"," -0.13812155","  2.24358974","  0.95132000","  1.02406800"," -0.07274800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.4330556","  2.7919000","  1.3888889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.2647838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6.0900000",NA,NA,NA,NA,NA,NA,NA,NA,"314.0000000",NA,NA,NA,"  4.5604048","100.0085551"," 61.9530389","100.0537128","101.3498359",NA,NA,NA,"  0.2603886",NA,NA,NA,NA,NA,NA,NA," -0.3225286"," -0.4149378"," -1.2539185","  0.8997002","  1.1316105"," -0.2319103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.4659823","  2.7881000","  1.7351598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.8802817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6.3400000",NA,NA,NA,NA,NA,NA,NA,NA,"286.0000000",NA,NA,NA,"  4.1912551","100.2000945"," 70.1519688"," 99.4288120","101.1076939",NA,NA,NA,"  0.2598096",NA,NA,NA,NA,NA,NA,NA," 13.2341045","  0.1388889"," -8.0952381","  0.9457422","  1.0657036"," -0.1199614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 7.498021e-01"," 2.795000e+00","-6.283662e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.560000e+00",NA,NA,NA,NA,NA,NA,NA," 2.553000e+05"," 2.770000e+02",NA,NA,NA," 4.075555e+00"," 1.004468e+02"," 6.789676e+01"," 9.865302e+01"," 1.008253e+02",NA,NA,NA," 2.590394e-01",NA,NA,NA,NA,NA,NA,NA,"-3.214745e+00"," 1.248266e+00","-2.763385e+00"," 9.254168e-01"," 1.000677e+00","-7.525980e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.676188e-01"," 2.805600e+00","-7.226739e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 9.598604e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.690000e+00",NA,NA,NA,NA,NA,NA,NA," 2.318000e+05"," 2.990000e+02",NA,NA,NA," 3.916178e+00"," 1.007022e+02"," 6.113114e+01"," 9.783708e+01"," 1.005288e+02",NA,NA,NA," 6.890335e-01",NA,NA,NA,NA,NA,NA,NA,"-9.964570e+00","-2.465753e+00","-3.907638e+00"," 9.164175e-01"," 1.028518e+00","-1.121000e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.268272e-02"," 2.814400e+00","-1.273885e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.728608e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.680000e+00",NA,NA,NA,NA,NA,NA,NA," 2.233000e+05"," 3.100000e+02",NA,NA,NA," 3.858223e+00"," 1.008919e+02"," 5.999853e+01"," 9.714949e+01"," 1.002428e+02",NA,NA,NA," 1.711356e-01",NA,NA,NA,NA,NA,NA,NA,"-1.852763e+00","-4.213483e-01","-1.478743e+00"," 7.928430e-01"," 9.896480e-01","-1.968050e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.349837e-01"," 2.815000e+00","-4.608295e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.731602e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.110000e+00",NA,NA,NA,NA,NA,NA,NA," 1.969000e+05"," 3.520000e+02",NA,NA,NA," 3.764150e+00"," 1.009616e+02"," 5.579883e+01"," 9.669709e+01"," 9.998527e+01",NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,"-6.999666e+00"," 1.551481e+00","-2.439024e+00"," 9.656136e-01"," 1.089482e+00","-1.238688e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.197602e-02"," 2.812500e+00"," 1.666667e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.037165e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.210000e+00",NA,NA,NA,NA,NA,NA,NA," 1.728000e+05"," 3.800000e+02",NA,NA,NA," 3.807617e+00"," 1.009162e+02"," 6.061996e+01"," 9.650276e+01"," 9.976948e+01",NA,NA,NA," 1.707367e-01",NA,NA,NA,NA,NA,NA,NA," 8.640201e+00"," 0.000000e+00"," 1.153846e+00"," 9.626274e-01"," 1.075215e+00","-1.125880e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.474407e-02"," 2.808100e+00"," 3.642987e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.710864e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.250000e+00",NA,NA,NA,NA,NA,NA,NA," 1.572000e+05"," 3.890000e+02",NA,NA,NA," 3.872711e+00"," 1.007892e+02"," 6.246422e+01"," 9.648422e+01"," 9.960266e+01",NA,NA,NA," 1.705520e-01",NA,NA,NA,NA,NA,NA,NA," 3.042328e+00"," 2.777778e-01"," 1.711027e+00"," 9.046912e-01"," 9.833600e-01","-7.866880e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.423199e-01"," 2.811900e+00"," 4.537205e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.415884e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.200000e+00",NA,NA,NA,NA,NA,NA,NA," 1.533000e+05"," 4.470000e+02",NA,NA,NA," 3.880061e+00"," 1.006017e+02"," 6.307563e+01"," 9.656626e+01"," 9.948258e+01",NA,NA,NA," 2.552916e-01",NA,NA,NA,NA,NA,NA,NA," 9.788190e-01","-6.925208e-01"," 1.869159e-01"," 9.387404e-01"," 1.174831e+00","-2.360904e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.009933e-01"," 2.815000e+00","-2.000000e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.000000e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.270000e+00",NA,NA,NA,NA,NA,NA,NA," 1.488000e+05"," 4.470000e+02",NA,NA,NA," 3.916178e+00"," 1.003654e+02"," 6.225373e+01"," 9.670817e+01"," 9.940169e+01",NA,NA,NA," 2.546309e-01",NA,NA,NA,NA,NA,NA,NA,"-1.303035e+00"," 9.762901e-01"," 9.328358e-01"," 8.977936e-01"," 9.709680e-01","-7.317440e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6.216491e-01"," 2.813800e+00"," 1.102204e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.996004e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.270000e+00",NA,NA,NA,NA,NA,NA,NA," 1.499000e+05"," 4.460000e+02",NA,NA,NA," 3.814966e+00"," 1.000974e+02"," 5.764309e+01"," 9.689491e+01"," 9.934804e+01",NA,NA,NA," 1.693967e-01",NA,NA,NA,NA,NA,NA,NA,"-7.406215e+00","-1.795580e+00","-2.587800e+00"," 9.768397e-01"," 1.131670e+00","-1.548305e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.650533e-01"," 2.812500e+00"," 3.171457e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.393035e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.280000e+00",NA,NA,NA,NA,NA,NA,NA," 1.594000e+05"," 4.410000e+02",NA,NA,NA," 4.090043e+00"," 9.983207e+01"," 6.246422e+01"," 9.711784e+01"," 9.930317e+01",NA,NA,NA,"-8.456041e-02",NA,NA,NA,NA,NA,NA,NA," 8.363763e+00"," 1.687764e+00"," 7.210626e+00"," 9.876789e-01"," 1.007376e+00","-1.969730e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6.471555e-01"," 2.810000e+00"," 5.763689e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.944063e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.280000e+00",NA,NA,NA,NA,NA,NA,NA," 1.786000e+05"," 4.250000e+02",NA,NA,NA," 4.003111e+00"," 9.960381e+01"," 6.871866e+01"," 9.730865e+01"," 9.924698e+01",NA,NA,NA," 8.463198e-02",NA,NA,NA,NA,NA,NA,NA," 1.001284e+01","-5.532503e-01","-2.123894e+00"," 1.018053e+00"," 1.181166e+00","-1.631134e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
