"","X13692","X13693","X13694","X13695","X13696","X13697","X13698","X13699","X13700","X13701","X13702","X13703","X13706","X13707","X13708","X13710","X13711","X13712","X13713","X13720","X13722","X13724","X13726","X13746","X13806","X13811","X13819","X13823","X13827","X13831","X13834","X13838","X13842","X13846","X13862","X13866","X13870","X13877","X13881","X13885","X13889","X13893","X13897","X13900","X13903","X13906","X13911","X13914","X13915","X13917","X13918","X13919","X14062","X14068","X14074","X14192","X14194","X14200","X14202","X14205","X14207","X14208","X14212","X14295","X14301","X14307","X14568","X14611","X14612","X14617","X14620","X14622","X14626","X14723","X14730","X14740","X14760","X14767","X14774","X1","X2","X3","X16","X21","X26","X34","X37","X41","X46","X51"
"SUBJECT","BCBUTE02","BCCICP02","BCEMFT02","BCOBLV02","BCSPFT02","BRBUFT02","BRBUTE02","BRCICP02","BREMFT02","BRODFT02","BRVSLV02","BSCICP02","BSEMFT02","BSFGLV02","BSOBLV02","BSPRFT02","BSPRTE02","BSSPFT02","BSXRLV02","CCRETT01","CCUSMA02","CCUSSP01","CP010000","CP040100","CPALTT01","CPGREN01","CPGRHO02","CPGRLE01","CPGRLH02","CPGRSE01","CPHP0100","CPHP0200","CPHP0300","CPHP0400","CPHP0500","CPHP0600","CPHP0700","CPHP0800","CPHP0900","CPHP1000","CPHP1100","CPHP1200","CPHPEN01","CPHPLA01","CPHPSE01","CPHPTT01","CSCICP02","CSESFT02","CSINFT02","IR3TIB01","IRLTLT01","IRSTCI01","LFHU24MA","LFHUADMA","LFHUTTMA","LMJVTTUV","LMUNRLTT","LOCOCINO","LOCOPCNO","LOCOSPOR","LOCOVROR","LOLITOAA","LORSGPNO","LRHU24FE","LRHUADFE","LRHUTTFE","PIEAMP02","PREND401","PRINTO01","PRMITO01","PRMNIG01","PRMNTO01","PRMNVG01","SLRTCR03","SLRTTO01","SPASTT01","XTEXVA01","XTIMVA01","XTNTVA01","M1","M2","M3","GOLD","CRUDE OIL","LTIR","PCV","LCES","RoCU","PFCE","ULCP"
"X1960M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.146695297","  2.766167250"," -0.445434298",NA," -0.784868413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.935000000",NA,NA,NA,"  3.728645107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.052610951","  0.047994207","  0.004616744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.103225423","  2.766167250"," -0.894854586",NA," -0.081132623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"116.294000000",NA,NA,NA,"  4.426786153",NA," 98.331157264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 18.723719378",NA,NA,"  0.065735224","  0.056857477","  0.008877746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.07428995","  2.76616725","  0.00000000",NA," -0.12178404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"117.94700000",NA,NA,NA,"  3.91211001",NA," 98.35303722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-11.62640625",NA,NA,"  0.07240421","  0.06000965","  0.01239456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.07428995","  2.76616725","  0.00000000",NA,"  0.08129751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113.65100000",NA,NA,NA,"  5.77351653",NA," 98.37689563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 47.58062819",NA,NA,"  0.07272032","  0.05463590","  0.01808442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.08389066","  2.76616725"," -0.22573363",NA," -0.30462487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103.35800000",NA,NA,NA,"  6.94838513",NA," 98.40568584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 20.34927225",NA,NA,"  0.06663185","  0.05540456","  0.01122728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.07669013","  2.76616725","  0.00000000",NA," -0.08150720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 96.59500000",NA,NA,NA,"  4.61678783",NA," 98.44227195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-33.55595941",NA,NA,"  0.03994304","  0.06707636"," -0.02713332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.067089424","  2.766167250","  0.000000000",NA," -0.040759302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101.584000000",NA,NA,NA,"  5.028043739",NA," 98.488235759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  8.907836334",NA,NA,"  0.055926997","  0.051833560","  0.004093437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.067089424","  2.766167250","  0.452488688",NA,"  0.203962262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"110.221000000",NA,NA,NA,"  5.749559579",NA," 98.545342777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 14.349832217",NA,NA,"  0.044112606","  0.050901721"," -0.006789115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.06708942","  2.76616725","  0.90090090",NA,"  0.61061381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115.26000000",NA,NA,NA,"  4.25612237",NA," 98.61678646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-25.97481051",NA,NA,"  0.04111741","  0.06261627"," -0.02149886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.06708942","  2.76616725","  0.66964286",NA,"  0.26300802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"131.68000000",NA,NA,NA,"  4.19497394",NA," 98.70819131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -1.43671706",NA,NA,"  0.05283196","  0.06506235"," -0.01223039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.064622575","  2.766167250","  0.221729490",NA,"  0.121046830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134.813000000",NA,NA,NA,"  3.904567220",NA," 98.825771521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -6.922729950",NA,NA,"  0.064733536","  0.072038940"," -0.007305404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.06222240","  2.76616725","  1.54867257",NA,"  0.74568457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"130.30400000",NA,NA,NA,"  4.92171340",NA," 98.97414952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 26.05016428",NA,NA,"  0.08722077","  0.07568786","  0.01153291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.07909031","  2.76616725","  0.21786492",NA,"  0.42008723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"136.97700000",NA,NA,NA,"  5.47846651",NA," 99.15372850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 11.31218083",NA,NA,"  0.06342927","  0.07479098"," -0.01136171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.05742204","  2.76616725"," -2.17391304",NA," -0.81674697",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134.20500000",NA,NA,NA,"  5.58365459",NA," 99.36075446",NA,NA,NA,NA,NA,NA,NA,NA,"  1.49318417",NA,"  1.92002778",NA,NA,"  0.06447887","  0.08964460"," -0.02516573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.05742204","  2.76616725"," -0.66666667",NA," -0.44185147",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134.69600000",NA,NA,NA,"  5.68876905",NA," 99.58681557",NA,NA,NA,NA,NA,NA,NA,NA," -4.89539598",NA,"  1.88253863",NA,NA,"  0.07063715","  0.09428828"," -0.02365113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.05982222","  2.76616725","  0.44742729",NA,"  0.26226520",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"130.66000000",NA,NA,NA,"  5.53782518",NA," 99.81783723",NA,NA,NA,NA,NA,NA,NA,NA," 10.49217473",NA," -2.65336605",NA,NA,"  0.06732096","  0.08045229"," -0.01313133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.05742204","  2.76616725"," -0.44543430",NA," -0.26157917",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115.04000000",NA,NA,NA,"  5.06452785",NA,"100.03880394",NA,NA,NA,NA,NA,NA,NA,NA,"  0.47541187",NA," -8.54662826",NA,NA,"  0.06051760","  0.07862627"," -0.01810868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.05742204","  2.76616725"," -0.89485459",NA," -0.54469627",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108.29000000",NA,NA,NA,"  5.06791041",NA,"100.23830489",NA,NA,NA,NA,NA,NA,NA,NA," -3.31425605",NA,"  0.06678936",NA,NA,"  0.04156008","  0.07962491"," -0.03806484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.05742204","  2.76932858","  0.00000000",NA,"  0.00000000",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109.44900000",NA,NA,NA,"  7.36092282",NA,"100.41311668",NA,NA,NA,NA,NA,NA,NA,NA,"  5.55144946",NA," 45.24571697",NA,NA,"  0.04590416","  0.09275703"," -0.04685287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.05742204","  2.77165799","  0.22573363",NA,"  0.16229265",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"117.07200000",NA,NA,NA,"  9.52784971",NA,"100.56478653",NA,NA,NA,NA,NA,NA,NA,NA,"  3.13096743",NA," 29.43825035",NA,NA,"  0.04151014","  0.10217753"," -0.06066739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.05742204","  2.77165799","  0.00000000",NA,"  0.08100116",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"120.03900000",NA,NA,NA,"  8.42246207",NA,"100.69648537",NA,NA,NA,NA,NA,NA,NA,NA,"  2.43127934",NA,"-11.60164853",NA,NA,"  0.04001218","  0.08493435"," -0.04492216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.05742204","  2.77265630","  0.90090090",NA,"  0.38445096",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"121.76300000",NA,NA,NA,"  7.68502679",NA,"100.81013352",NA,NA,NA,NA,NA,NA,NA,NA,"  1.58819307",NA," -8.75557850",NA,NA,"  0.05632331","  0.10655491"," -0.05023160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.05742204","  2.77265630","  1.78571429",NA,"  1.55211844",NA,"  4.58715596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"133.59800000",NA,NA,NA,"  7.16676387",NA,"100.90682775",NA,NA,NA,NA,NA,NA,NA,NA,"  0.33011202",NA," -6.74380116",NA,NA,"  0.06770780","  0.09522034"," -0.02751254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.04542116","  2.77315546","  0.43859649",NA,"  0.17862836",NA,"  0.29239766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"133.15100000",NA,NA,NA,"  7.70107824",NA,"100.98747647",NA,NA,NA,NA,NA,NA,NA,NA,"  8.25605406",NA,"  7.45544832",NA,NA,"  0.07793393","  0.11171473"," -0.03378080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.04302098","  2.77315546"," -0.21834061",NA," -0.17830985",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"131.60500000",NA,NA,NA,"  7.77410173",NA,"101.05362901",NA,NA,NA,NA,NA,NA,NA,NA," -6.85864191",NA,"  0.94822422",NA,NA,"  0.06921400","  0.10371278"," -0.03449878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.04302098","  2.77315546","  0.00000000",NA,"  0.45651853",NA,"  0.87463557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127.77300000",NA,NA,NA,"  7.15319934",NA,"101.10707413",NA,NA,NA,NA,NA,NA,NA,NA," -0.11286477",NA," -7.98680561",NA,NA,"  0.07302685","  0.10765883"," -0.03463198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.04062080","  2.77315546","  1.75054705",NA,"  0.86938488",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"129.46700000",NA,NA,NA,"  7.33561987",NA,"101.14961809",NA,NA,NA,NA,NA,NA,NA,NA,"  1.47900942",NA,"  2.55019494",NA,NA,"  0.06781947","  0.12889529"," -0.06107582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.04062080","  2.77398739","  1.93548387",NA,"  1.41040436",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113.16100000",NA,NA,NA,"  7.13713989",NA,"101.18302069",NA,NA,NA,NA,NA,NA,NA,NA," -0.07072963",NA," -2.70570144",NA,NA,"  0.06805258","  0.12333386"," -0.05528128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.04062080","  2.77548487","  1.68776371",NA,"  1.27485694",NA,"  1.73410405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 92.08100000",NA,NA,NA,"  8.02153842",NA,"101.20912380",NA,NA,NA,NA,NA,NA,NA,NA," -0.28831246",NA," 12.39149771",NA,NA,"  0.05886124","  0.12471589"," -0.06585465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.04062080","  2.77498571","  0.82987552",NA,"  0.51498369",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 80.83500000",NA,NA,NA,"  7.86516214",NA,"101.23009180",NA,NA,NA,NA,NA,NA,NA,NA,"  0.84611052",NA," -1.94945500",NA,NA,"  0.04574026","  0.12553179"," -0.07979153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.04062080","  2.77448655","  0.00000000",NA,"  0.00000000",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 79.51400000",NA,NA,NA,"  7.72817941",NA,"101.24873992",NA,NA,NA,NA,NA,NA,NA,NA,"  0.85508091",NA," -1.74163900",NA,NA,"  0.04234346","  0.11244411"," -0.07010065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.04062080","  2.77398739"," -0.82304527",NA," -0.24668852",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 80.39400000",NA,NA,NA,"  8.00131407",NA,"101.26957900",NA,NA,NA,NA,NA,NA,NA,NA," -0.80868183",NA,"  3.53426923",NA,NA,"  0.05314995","  0.13096001"," -0.07781006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.02135272","  2.77348823","  1.65975104",NA,"  0.60871321",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 82.87400000",NA,NA,NA,"  8.05033160",NA,"101.29987294",NA,NA,NA,NA,NA,NA,NA,NA,"  0.64132791",NA,"  0.61261846",NA,NA,"  0.04557903","  0.13403834"," -0.08845931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.01655236","  2.77398739","  0.81632653",NA,"  0.96425829",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 84.56700000",NA,NA,NA,"  8.49433790",NA,"101.35065152",NA,NA,NA,NA,NA,NA,NA,NA,"  0.80766738",NA,"  5.51537904",NA,NA,"  0.05064945","  0.13435432"," -0.08370487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.0141522","  2.7739874","  2.6315789",NA,"  2.5655594",NA,"  1.7045455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 82.9090000",NA,NA,NA,"  8.6316186",NA,"101.4296067",NA,NA,NA,NA,NA,NA,NA,NA,"  3.3177066",NA,"  1.6161435",NA,NA,"  0.0687974","  0.1435598"," -0.0747624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.00935183","  2.77398739","  2.36686391",NA,"  1.27805700",NA,"  0.27932961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 88.14500000",NA,NA,NA,"  8.01060768",NA,"101.53371405",NA,NA,NA,NA,NA,NA,NA,NA,"  4.57417695",NA," -7.19460548",NA,NA,"  0.07828747","  0.19906815"," -0.12078067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.00695165","  2.77398739","  0.00000000",NA,"  0.23436969",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 97.20000000",NA,NA,NA,"  8.80096740",NA,"101.64615354",NA,NA,NA,NA,NA,NA,NA,NA," -3.04458471",NA,"  9.86641402",NA,NA,"  0.05296137","  0.13801953"," -0.08505816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.00935183","  2.77398739","  0.77071291",NA,"  0.79135909",NA,"  0.27855153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"129.70000000",NA,NA,NA,"  8.41124955",NA,"101.74397084",NA,NA,NA,NA,NA,NA,NA,NA,"  0.06547158",NA," -4.42812524",NA,NA,"  0.05539114","  0.12707967"," -0.07168853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 40.01655236","  2.77398739","  3.25047801",NA,"  1.94505088",NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123.80000000",NA,NA,NA,"  8.28984624",NA,"101.81011757",NA,NA,NA,NA,NA,NA,NA,NA,"  0.41162621",NA," -1.44334450",NA,NA,"  0.05823020","  0.15078207"," -0.09255186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
