"","X13692","X13693","X13694","X13695","X13696","X13697","X13698","X13699","X13700","X13701","X13702","X13703","X13706","X13707","X13708","X13710","X13711","X13712","X13713","X13720","X13722","X13724","X13726","X13746","X13806","X13811","X13819","X13823","X13827","X13831","X13834","X13838","X13842","X13846","X13862","X13866","X13870","X13877","X13881","X13885","X13889","X13893","X13897","X13900","X13903","X13906","X13911","X13914","X13915","X13917","X13918","X13919","X14062","X14068","X14074","X14192","X14194","X14200","X14202","X14205","X14207","X14208","X14212","X14295","X14301","X14307","X14568","X14611","X14612","X14617","X14620","X14622","X14626","X14723","X14730","X14740","X14760","X14767","X14774","X1","X2","X3","X16","X21","X26","X34","X37","X41","X46","X51"
"X1985M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  -22.6666667",NA,"   20.5500000","  -45.2000000","    2.3000000","   -9.0000000","   27.4000000",NA,"   88.8627811","  121.0229289","    0.9053062","    0.1792472","    0.6181031","    0.7251157","    2.0149257","    0.6198675","    0.7912339","    2.1001001","    1.8650213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   12.1850000","   13.2200000","   12.1580000","  708.0000000","  955.0000000"," 1662.0000000","22649.0000000"," 2669.0000000",NA,"  100.2562504","    7.8035719","   46.9742217","   95.8776300","   99.4170446",NA,NA,NA,"    0.6536968","   67.0155789","   -0.4105194","  429.1557553","   96.9197897","   -0.1053553","   69.5689631","   -6.7633096",NA,"    5.5583375","    1.7363170","    2.2307075","   -0.4943905","    8.6000000","    9.2000000","    9.4000000","  400.4600000",NA,NA,NA,"   26.0786857","   78.0933333",NA,NA
"X1985M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  -21.0000000",NA,"   21.7100000","  -43.2000000","    4.3000000","   -4.0000000","   25.4000000",NA,"   88.0025707","  122.4376333","    0.9668690","    0.7157058","    0.4442439","    0.6228689","    0.3657644","    0.4446973","    0.6191163","    0.7128095","    0.6707505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   12.1400000","   13.4600000","   12.0710000","  699.0000000","  966.0000000"," 1664.0000000","22791.0000000"," 2681.0000000",NA,"  100.2181525","    7.6184776","   54.4954954","   95.7572224","   99.3715467",NA,NA,NA,"    0.4866039","   72.4776257","    0.5106427","  448.3541220","  103.4382436","    0.4349561","   72.4980511","   16.0114918",NA,"   -2.3719165","    1.8214589","    2.1806887","   -0.3592298","    8.5000000","    9.1000000","    9.5000000","  425.7300000",NA,NA,NA,"   26.1730799","   78.2000000",NA,NA
"X1985M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.000000e+01",NA," 1.893000e+01","-4.320000e+01"," 5.300000e+00","-8.000000e+00"," 2.040000e+01",NA," 8.908757e+01"," 1.147781e+02"," 9.615447e-01"," 1.362021e+00"," 1.095332e+00"," 1.031169e+00"," 9.718161e-02"," 1.096669e+00"," 1.019711e+00"," 3.566964e-01"," 4.725159e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.266900e+01"," 1.340000e+01"," 1.054700e+01"," 6.750000e+02"," 9.800000e+02"," 1.655000e+03"," 2.578700e+04"," 2.662000e+03",NA," 1.001611e+02"," 7.519452e+00"," 5.270440e+01"," 9.567403e+01"," 9.932844e+01",NA,NA,NA," 4.842475e-01"," 6.864036e+01"," 5.378136e-01"," 4.118799e+02"," 9.581853e+01","-4.274994e-01"," 7.311956e+01","-3.286685e+00",NA,"-1.299806e+00"," 1.785161e+00"," 2.534725e+00","-7.495640e-01"," 8.000000e+00"," 9.000000e+00"," 9.400000e+00"," 4.179300e+02",NA,NA,NA," 2.639545e+01"," 7.790000e+01",NA,NA
"X1985M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  -19.0000000",NA,"   18.6300000","  -41.2000000","   -0.7000000","    1.0000000","   21.4000000",NA,"   88.2217444","  116.6008693","    0.9505632","    0.0194742","    0.5229339","    0.3140440","    0.0000000","    0.5222998","    0.5113837","    0.3722230","    0.3958587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   12.7570000","   13.5700000","   12.6120000","  657.0000000","  977.0000000"," 1635.0000000","33931.0000000"," 2627.1000000",NA,"  100.0924828","    7.5342598","   44.5096052","   95.6350821","   99.2930398",NA,NA,NA,"    0.4819138","   71.4785044","   -0.4969961","  428.3037463","  102.8560311","   -0.3898756","   81.3887395","  -15.5485976",NA,"    0.1969231","    2.2174055","    2.6660259","   -0.4486204","    7.4000000","    8.3000000","    8.7000000","  403.4300000",NA,NA,NA,"   26.6178275","   77.6000000",NA,NA
"X1985M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  -20.0000000",NA,"   19.5400000","  -43.2000000","   -0.7000000","  -10.0000000","   19.4000000",NA,"   87.0061911","  116.3722524","    0.9523935","   -1.2266355","    0.8806229","   -0.1703419","    0.0000000","    0.8792954","    0.3519303","    0.6715913","    0.7043440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   14.2110000","   13.7900000","   14.0190000","  658.0000000","  964.0000000"," 1622.0000000","44968.0000000"," 2593.4000000",NA,"  100.0235227","    7.3537929","   51.0087008","   95.6496117","   99.2696557",NA,NA,NA,"    0.1605044","   71.8598160","   -1.6940949","  407.1991582","   98.3962817","   -0.8918811","   70.8183004","   14.6015575",NA,"   -2.3952831","    1.7586868","    2.3741854","   -0.6154985","    7.6000000","    8.2000000","    8.6000000","  404.9600000",NA,NA,NA,"   26.8402014","   77.3000000",NA,NA
"X1985M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  -21.0000000",NA,"   15.1300000","  -40.2000000","    2.3000000","    0.0000000","   20.4000000",NA,"   87.2986820","  111.9604603","    1.0202790","    0.9264735","    0.2460398","    0.5687745","    0.0000000","    0.2475534","    0.4766084","    0.2595800","    0.2576802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   14.2040000","   14.4400000","   12.5400000","  663.0000000","  947.0000000"," 1611.0000000","47713.0000000"," 2567.5000000",NA,"   99.9681995","    7.5037192","   57.6460805","   95.7079561","   99.2589586",NA,NA,NA,"    0.3185868","   72.9617876","    3.3424142","  444.3178737","   99.7961956","    2.0149241","   80.6778856","   13.0122501",NA,"    2.0387616","    2.2219081","    2.3420282","   -0.1201201","    8.0000000","    7.9000000","    8.4000000","  393.6400000",NA,NA,NA,"   26.9510005","   77.4233333",NA,NA
"X1985M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.766667e+01",NA," 1.870000e+01","-3.520000e+01"," 3.300000e+00","-5.000000e+00"," 1.940000e+01",NA," 8.699165e+01"," 1.093433e+02"," 1.017284e+00","-9.765625e-02"," 1.815553e-01"," 1.497979e-01"," 4.500337e-02"," 1.795357e-01"," 2.916298e-01"," 2.358756e-01"," 2.269769e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.342200e+01"," 1.439000e+01"," 1.312100e+01"," 6.680000e+02"," 9.400000e+02"," 1.608000e+03"," 4.617100e+04"," 2.560400e+03",NA," 9.994285e+01"," 7.556471e+00"," 5.097733e+01"," 9.579422e+01"," 9.925920e+01",NA,NA,NA," 4.792150e-01"," 7.256852e+01"," 1.305271e+00"," 4.563734e+02"," 6.406375e+01"," 2.126917e+00"," 1.881396e+01","-1.156843e+01",NA," 7.030094e-01"," 1.623918e+00"," 2.109577e+00","-4.856591e-01"," 7.300000e+00"," 7.500000e+00"," 7.900000e+00"," 3.999800e+02",NA,NA,NA," 2.706180e+01"," 7.754667e+01",NA,NA
"X1985M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  -16.6666667",NA,"   14.2300000","  -36.2000000","    2.3000000","    2.0000000","   18.4000000",NA,"   86.5764003","  112.3025522","    1.0189479","    1.5640274","    0.3557405","    1.0973742","    0.0000000","    0.3584224","    1.0380022","    1.3446241","    1.1889300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   11.4600000","   13.9200000","   11.0570000","  682.0000000","  929.0000000"," 1610.0000000","48194.0000000"," 2601.0000000",NA,"   99.9612156","    7.4722532","   54.0230311","   95.9030839","   99.2671726",NA,NA,NA,"    0.3160604","   71.0370669","   -0.4527632","  435.8984528","   98.7672666","   -0.2232368","   84.6505596","    5.9746158",NA,"   -1.1145132","    1.6649526","    2.2255856","   -0.5606330","    7.6000000","    7.1000000","    7.6000000","  375.9300000",NA,NA,NA,"   27.1725987","   77.6700000",NA,NA
"X1985M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  -16.0000000",NA,"   11.8200000","  -32.2000000","   -3.7000000","    4.0000000","   24.4000000",NA,"   85.2010025","  107.9630320","    1.0362520","    0.2117421","    0.5384075","    0.5148015","    0.4370632","    0.5357135","    0.6779593","    0.8409780","    0.7931806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   10.3670000","   12.6000000","    9.1750000","  684.0000000","  928.0000000"," 1613.0000000","53500.0000000"," 2658.4000000",NA,"  100.0288838","    8.2043008","   62.8203931","   96.0263687","   99.2790006",NA,NA,NA,"    0.3169512","   69.8256474","    1.0755132","  469.8758246","  104.3829859","    2.1005836","   91.0641607","   16.2844658",NA,"    9.7968789","    2.3490876","    2.7043890","   -0.3553014","    8.1000000","    7.1000000","    7.7000000","  366.5700000",NA,NA,NA,"   27.3768602","   77.7000000",NA,NA
"X1985M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.600000e+01",NA," 1.066000e+01","-3.320000e+01"," 3.300000e+00","-7.000000e+00"," 1.140000e+01",NA," 8.486619e+01"," 1.071129e+02"," 1.070694e+00"," 1.037265e+00"," 5.321980e-01"," 7.705024e-01","-3.481299e-01"," 5.328589e-01"," 8.141707e-01"," 2.728643e-01"," 3.134694e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.047200e+01"," 1.210000e+01"," 1.065300e+01"," 6.920000e+02"," 9.380000e+02"," 1.630000e+03"," 5.291100e+04"," 2.726800e+03",NA," 1.001483e+02"," 8.979846e+00"," 5.956577e+01"," 9.615101e+01"," 9.929111e+01",NA,NA,NA," 4.720441e-01"," 7.370891e+01","-1.744516e-02"," 4.527630e+02"," 1.053911e+02","-2.267326e+00"," 9.130688e+01","-5.180842e+00",NA," 9.452905e+00"," 2.282494e+00"," 2.576539e+00","-2.940448e-01"," 7.800000e+00"," 6.700000e+00"," 7.300000e+00"," 3.539000e+02",NA,NA,NA," 2.758112e+01"," 7.773000e+01",NA,NA
"X1985M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  -13.3333333",NA,"   11.9500000","  -32.2000000","    3.3000000","   -1.0000000","    2.4000000",NA,"   85.9473367","  104.0263416","    1.0793460","    1.1787072","    0.4400476","    0.4143506","   -3.1441040","    0.4416968","    0.5814122","    0.2923730","    0.3157449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   10.5090000","   12.3200000","    9.9400000","  684.0000000","  947.0000000"," 1630.0000000","43314.0000000"," 2731.5000000",NA,"  100.3182663","    9.1269955","   67.8600247","   96.2781550","   99.3011619",NA,NA,NA,"   -0.1572327","   72.9753696","   -0.7290404","  446.2134357","   99.5050144","    1.4737532","   77.8837364","   13.9245362",NA,"    1.6386685","    2.9525450","    3.5578842","   -0.6053392","    7.2000000","    6.6000000","    7.3000000","  347.5100000",NA,NA,NA,"   27.7853830","   77.7600000",NA,NA
"X1986M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.366667e+01",NA," 1.208000e+01","-3.620000e+01"," 2.300000e+00","-4.000000e+00"," 1.040000e+01",NA," 8.843463e+01"," 1.018378e+02"," 1.106301e+00"," 3.889515e+00"," 1.232006e+00"," 2.875124e+00"," 8.115401e-01"," 1.231311e+00"," 2.667643e+00"," 3.903794e+00"," 3.484976e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.068300e+01"," 1.234000e+01"," 8.497000e+00"," 7.190000e+02"," 1.140000e+03"," 1.859000e+03"," 3.982600e+04"," 2.805600e+03",NA," 1.005263e+02"," 9.963621e+00"," 3.210345e+01"," 9.642114e+01"," 9.930883e+01",NA,NA,NA,"-4.705662e-01"," 7.481516e+01","-6.867546e-02"," 4.325196e+02"," 1.038119e+02","-1.797335e+00"," 7.203433e+01","-5.269166e+01",NA," 9.166498e+00"," 1.715767e+00"," 2.221106e+00","-5.053389e-01"," 6.700000e+00"," 6.200000e+00"," 6.800000e+00"," 3.641000e+02"," 2.293000e+01",NA,NA," 2.831335e+01"," 7.755000e+01",NA,NA
"X1986M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.533333e+01",NA," 1.495000e+01","-3.220000e+01"," 4.300000e+00","-5.000000e+00"," 1.040000e+01",NA," 8.859870e+01"," 9.839426e+01"," 1.187497e+00","-9.043227e-02"," 1.044548e+00"," 4.458369e-01"," 0.000000e+00"," 1.042573e+00"," 7.885675e-01"," 1.307369e+00"," 1.266775e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.071900e+01"," 1.236000e+01"," 1.054200e+01"," 7.180000e+02"," 1.142000e+03"," 1.860000e+03"," 4.026000e+04"," 2.810300e+03",NA," 1.007411e+02"," 1.056518e+01"," 5.082549e+01"," 9.661944e+01"," 9.931352e+01",NA,NA,NA," 1.582249e-01"," 7.845210e+01"," 8.602824e-01"," 4.330218e+02"," 1.010165e+02"," 1.672119e+00"," 7.739155e+01"," 5.831785e+01",NA," 6.037526e+00"," 2.200650e+00"," 2.618143e+00","-4.174925e-01"," 7.200000e+00"," 5.700000e+00"," 6.200000e+00"," 3.286400e+02"," 1.546000e+01",NA,NA," 2.884132e+01"," 7.734000e+01",NA,NA
"X1986M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.433333e+01",NA," 1.388000e+01","-3.520000e+01"," 5.300000e+00","-7.000000e+00"," 1.040000e+01",NA," 8.993306e+01"," 9.495327e+01"," 1.128097e+00"," 9.051412e-02"," 7.728971e-01"," 3.375616e-01","-4.382825e+00"," 7.738582e-01"," 1.156441e+00"," 9.130411e-01"," 8.917513e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.158700e+01"," 1.224000e+01"," 1.125500e+01"," 7.110000e+02"," 1.138000e+03"," 1.849000e+03"," 4.617000e+04"," 2.803400e+03",NA," 1.009280e+02"," 1.354149e+01"," 5.813598e+01"," 9.691026e+01"," 9.931194e+01",NA,NA,NA,"-9.459688e-01"," 7.395439e+01"," 1.938474e+00"," 4.097548e+02"," 1.058724e+02","-4.609518e+00"," 8.647281e+01"," 1.438351e+01",NA," 2.817099e+01"," 2.122380e+00"," 2.653647e+00","-5.312667e-01"," 9.000000e+00"," 6.200000e+00"," 6.600000e+00"," 3.480100e+02"," 1.261000e+01",NA,NA," 2.936929e+01"," 7.713000e+01",NA,NA
"X1986M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.466667e+01",NA," 1.600000e+01","-3.120000e+01"," 1.300000e+00"," 8.000000e+00"," 1.340000e+01",NA," 8.942288e+01"," 9.593134e+01"," 1.196149e+00","-4.702478e-01"," 1.022626e+00"," 2.433705e-01"," 9.354443e-02"," 1.023892e+00"," 6.274708e-01"," 8.586182e-01"," 8.838694e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.227400e+01"," 1.206000e+01"," 1.220200e+01"," 7.060000e+02"," 1.130000e+03"," 1.836000e+03"," 4.885600e+04"," 2.776800e+03",NA," 1.010657e+02"," 1.529341e+01"," 5.104816e+01"," 9.728915e+01"," 9.929579e+01"," 4.790000e+01"," 1.470000e+01"," 2.430000e+01"," 3.189672e-01"," 7.634126e+01","-5.394799e-01"," 4.430979e+02"," 9.881165e+01"," 1.304965e+01"," 7.917594e+01","-1.219180e+01",NA," 1.293740e+01"," 2.493544e+00"," 2.928553e+00","-4.350094e-01"," 8.800000e+00"," 5.400000e+00"," 5.900000e+00"," 3.296300e+02"," 1.284000e+01",NA,NA," 2.940144e+01"," 7.744000e+01",NA,NA
"X1986M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  -15.3333333",NA,"   20.1300000","  -32.2000000","    4.3000000","   -7.0000000","   11.4000000",NA,"   89.8245991","   94.0969423","    1.1279307","    0.1635472","    0.4238897","    0.2784847","    0.0000000","    0.4222979","    0.3675930","    0.4480936","    0.4441470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   11.6310000","   11.3500000","   12.0400000","  686.0000000"," 1103.0000000"," 1788.0000000","57515.0000000"," 2703.5000000",NA,"  101.1420303","   16.8842938","   63.1207584","   97.7398908","   99.2571046","   48.3000000","   14.6000000","   24.2000000","    0.1570839","   70.7030448","   -3.4645131","  423.1589670","  103.9286930","   -9.3356316","   86.7315167","   23.6494235",NA,"   10.4024206","    2.2038912","    2.8187515","   -0.6148603","    9.6000000","    5.6000000","    6.1000000","  350.9600000","   15.3800000",NA,NA,"   29.4335813","   77.7500000",NA,NA
"X1986M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  -16.0000000",NA,"   13.7200000","  -28.2000000","    1.3000000","   10.0000000","    9.4000000",NA,"   89.6579431","   95.3451011","    1.1851675","    1.8142235","    0.3370503","    0.9185798","    0.0000000","    0.3364166","    0.6012243","    0.6186085","    0.5754437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   -7.0000000","    2.4000000","   15.0000000","   12.0580000","   10.9700000","   12.0330000","  671.0000000"," 1079.0000000"," 1750.0000000","63160.0000000"," 2652.4000000","   99.6333881","  101.1585704","   16.4206328","   76.9048882","   98.2192968","   99.1937286","   48.0000000","   14.6000000","   24.2000000","    0.0000000","   72.7866890","    6.1368945","  459.1402332","  106.2390894","    6.2303219","   89.3818974","   21.8377127",NA,"   -2.7461083","    2.3653087","    3.3585295","   -0.9932208","    8.9000000","    5.7000000","    6.1000000","  336.1600000","   13.4300000",NA,NA,"   29.4657258","   78.0600000",NA,NA
"X1986M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  -13.3333333",NA,"   14.2600000","  -28.2000000","   -1.7000000","    0.0000000","    9.4000000",NA,"   91.7901581","   91.7267675","    1.2300917","    2.2095510","    0.3359181","    0.9991265","    0.0000000","    0.3352887","    0.5148627","    0.5330725","    0.5028909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   -7.5000000","    2.8000000","   16.3000000","   12.5110000","   11.5200000","   12.2620000","  663.0000000"," 1076.0000000"," 1739.0000000","50684.0000000"," 2645.1000000","   99.6056711","  101.1234720","   15.9597482","   71.0365257","   98.5800069","   99.1149566","   47.1000000","   14.8000000","   24.1000000","    0.0000000","   70.1589186","   -3.6353814","  401.8933652","  100.4538610","   -2.6827175","   94.1177169","   -7.6306756",NA,"   -2.8067407","    2.6055794","    3.3208447","   -0.7152652","    9.3000000","    5.9000000","    6.2000000","  332.1500000","   11.5900000",NA,NA,"   29.7401308","   78.2466667",NA,NA
"X1986M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.466667e+01",NA," 1.434000e+01","-2.920000e+01"," 6.300000e+00","-1.400000e+01"," 1.240000e+01",NA," 9.204771e+01"," 8.939093e+01"," 1.237080e+00"," 5.055788e-01"," 8.448060e-02"," 2.836368e-01","-2.803727e-01"," 8.354333e-02"," 2.447658e-01"," 4.056211e-01"," 3.565543e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6.600000e+00"," 3.900000e+00"," 1.430000e+01"," 1.218400e+01"," 1.151000e+01"," 1.234800e+01"," 6.570000e+02"," 1.074000e+03"," 1.731000e+03"," 4.556100e+04"," 2.642900e+03"," 9.957518e+01"," 1.010494e+02"," 1.757840e+01"," 6.970749e+01"," 9.891926e+01"," 9.903630e+01"," 4.640000e+01"," 1.460000e+01"," 2.390000e+01","-9.485837e-01"," 7.179522e+01","-1.217709e+00"," 3.981500e+02"," 6.288371e+01","-8.362299e-01"," 1.741991e+01","-1.870920e+00",NA," 1.014207e+01"," 1.506888e+00"," 2.081609e+00","-5.747208e-01"," 9.500000e+00"," 6.200000e+00"," 6.400000e+00"," 3.494600e+02"," 1.510000e+01",NA,NA," 3.001454e+01"," 7.843333e+01",NA,NA
"X1986M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  -12.3333333",NA,"    9.3000000","  -26.2000000","    0.3000000","   14.0000000","    8.4000000",NA,"   92.2493597","   89.3577927","    1.2490597","    2.1682567","    0.2469753","    1.0352082","    0.0000000","    0.2504182","    0.5914505","    0.5395370","    0.4956112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   -6.9000000","    0.4000000","   19.2000000","   11.5290000","   11.1000000","   11.5800000","  669.0000000"," 1056.0000000"," 1725.0000000","44324.0000000"," 2710.1000000","   99.5290183","  100.9517151","   18.2114192","   72.9216252","   99.2191015","   98.9744770","   46.7000000","   14.8000000","   24.3000000","    0.1602472","   72.6475971","    1.8199639","  403.7648539","   99.2625705","    0.7947602","   94.0186202","    4.6108909",NA,"    3.6011372","    1.9532045","    2.8697642","   -0.9165597","    9.4000000","    6.5000000","    6.7000000","  383.6400000","   14.8700000",NA,NA,"   30.2889410","   78.6200000",NA,NA
"X1986M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  -11.6666667",NA,"   12.4300000","  -23.2000000","    2.3000000","    5.0000000","   10.4000000",NA,"   92.7095476","   88.4891286","    1.2004750","    0.1358234","    0.6673735","    0.3737109","    0.0000000","    0.6661105","    0.5462224","    0.4062482","    0.4456328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   -7.5000000","    0.5000000","   16.9000000","   11.4060000","   10.1500000","   11.6800000","  670.0000000"," 1034.0000000"," 1705.0000000","43540.0000000"," 2784.6000000","   99.4644031","  100.8451760","   18.0420580","   78.6151349","   99.4688921","   98.9423499","   47.2000000","   15.0000000","   24.6000000","    0.3180771","   72.5109649","    1.2661905","  406.6730296","  103.6750078","    2.5680270","   99.6752085","    7.8077109",NA,"   -0.9299726","    2.7197099","    3.8587530","   -1.1390432","    9.6000000","    6.9000000","    7.2000000","  369.8200000","   14.9000000",NA,NA,"   30.3269593","   78.7400000",NA,NA
"X1986M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  -11.0000000",NA,"   16.0700000","  -23.2000000","    6.3000000","   -2.0000000","   13.4000000",NA,"   91.2209144","   90.6042180","    1.2442345","   -0.9155646","    0.4120198","   -0.2294352","   -5.4358012","    0.4135630","    0.8243010","    0.3653472","    0.3726708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   -7.1000000","    0.8000000","   16.6000000","   11.5200000","   10.2900000","   11.6940000","  678.0000000"," 1032.0000000"," 1710.0000000","39507.0000000"," 2867.1000000","   99.3865462","  100.7432443","   16.8583806","   86.4610699","   99.6658237","   98.9486331","   47.4000000","   15.3000000","   24.8000000","   -0.6360357","   73.8176747","   -0.5994705","  410.8735063","  104.6411933","   -0.2905302","   92.1360306","    9.9801839",NA,"   -6.5606566","    2.5472456","    3.3188169","   -0.7715713","    9.3000000","    7.0000000","    7.2000000","  345.5000000","   15.2200000",NA,NA,"   30.3649776","   78.8600000",NA,NA
"X1986M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  -11.0000000",NA,"   17.6100000","  -23.2000000","    8.3000000","   -7.0000000","   13.4000000",NA,"   91.3864096","   89.6894838","    1.2567135","    0.7015743","    0.4134144","    0.4268782","    0.0000000","    0.4118622","    0.3403249","    0.2632499","    0.2858322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   -8.7000000","    2.0000000","   17.5000000","   11.7910000","   10.3600000","   11.7570000","  675.0000000"," 1053.0000000"," 1728.0000000","33851.0000000"," 2901.8000000","   99.3020139","  100.6554307","   18.5732784","   78.3929373","   99.8142849","   98.9970557","   46.6000000","   15.3000000","   24.5000000","    0.1605044","   68.0768557","    1.4980012","  398.2683696","   98.6034692","   -0.6752148","   80.3237406","   -9.3315207",NA,"   10.1723759","    2.8102929","    3.4420816","   -0.6317887","    8.8000000","    6.7000000","    6.9000000","  337.8000000","   16.1100000",NA,NA,"   30.4029958","   78.9800000",NA,NA
"X1987M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  -10.6666667",NA,"   21.2700000","  -22.2000000","   13.3000000","   28.0000000","    9.4000000",NA,"   90.4485296","   86.2904997","    1.2919873","    1.1894647","    0.2457984","    0.7664893","    0.0000000","    0.2461042","    0.6428104","    0.8187713","    0.7316428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   -8.4000000","   -2.5000000","   17.6000000","   12.3510000","   10.7400000","   12.2090000","  692.0000000"," 1087.0000000"," 1780.0000000","33543.0000000"," 2972.3000000","   99.2325823","  100.5843050","   21.6458423","   69.2416190","   99.9351174","   99.0849213","   46.5000000","   15.3000000","   24.5000000","    0.3185868","   78.1411200","   -3.6064160","  379.2713571","  101.5475481","   -3.4122266","   75.9190944","  -11.6736515",NA,"   16.5429269","    2.2603412","    2.8474123","   -0.5870711","    9.3000000","    7.0000000","    7.1000000","  334.7600000","   18.6500000",NA,NA,"   30.7763226","   79.0733333",NA,NA
"X1987M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  -10.0000000",NA,"   11.5400000","  -19.2000000","   10.3000000","   11.0000000","   10.4000000",NA,"   90.0847456","   85.6113163","    1.2918209","   -0.6717045","    0.4903914","    0.4259147","    1.7839440","    0.4909976","    0.8269422","    2.2017363","    1.9427105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   -8.8000000","   -4.4000000","   17.9000000","   12.5970000","   10.5900000","   12.4720000","  680.0000000"," 1067.0000000"," 1747.0000000","33164.0000000"," 2987.9000000","   99.1904787","  100.5210556","   22.6231397","   83.4881354","  100.0457890","   99.2061208","   46.7000000","   15.9000000","   25.0000000","   -0.1578367","   75.6254149","    5.5359137","  393.4323155","  101.7711742","    6.8237859","   87.9259884","   20.5750769",NA,"    4.5149429","    2.6416905","    3.8614479","   -1.2197574","    8.5000000","    7.0000000","    7.3000000","  338.0200000","   17.7500000",NA,NA,"   31.1496494","   79.1666667",NA,NA
